,Date,Title,Organization,City,State,URL,Hate Incident,New Incident,Day of Incident,Month of Incident,Year of Incident,Violent,Num Victims,Num Perp,Num Deaths,Issue Identity,Incident City,Incident State,Incident Type,Inc Intensity,Notes
230,3/2/2017,Report: 32 'Blue Lives Matter' Bills Have Been Introduced in 14 States This Year,The Root,Washington DC,,http://www.theroot.com/report-32-blue-lives-matter-bills-have-been-introduced-1792926163,0,na,na,na,na,na,na,na,na,na,na,na,Opinion piece,na,
231,3/3/2017,"Following Cemetery Vandalism, Hundreds Rally Against Hate Crimes In Philadelphia",Forward,New York,NY,http://forward.com/news/breaking-news/364839/following-cemetery-vandalism-hundreds-rally-against-hate-crimes-in-philadel/,,,,,,,,,,,,,,,Duplicate story
232,3/3/2017,Friday Mailbag: Why Treat a First Author Like a Second Fiddle?,New York Times,,,https://www.nytimes.com/2017/03/03/public-editor/friday-mailbag-why-treat-a-first-author-like-a-second-fiddle.html,,,,,,,,,,,,,,,Duplicate story
233,3/3/2017,"Man Punches Chinese-Australian Woman, Yells 'Get Out Of My Country'",Carbonated.tv,San Ramon,CA,http://www.carbonated.tv/news/chinese-woman-attacked-shopping-mall-australia,,,,,,,,,,,,,,,International Story
234,3/3/2017,YWCA Kalamazoo starts new project to help victims of hate crimes,WOODTV.com,Grand Rapids,Michigan,http://woodtv.com/2017/03/03/ywca-kalamazoo-starts-new-project-to-help-victims-of-hate-crimes/,0,na,na,na,na,na,na,na,na,na,na,na,hate crime prevention project,na,
235,3/3/2017,Kansas shooting survivor praised by Indian diplomats,Yahoo News,Altadena,California,https://www.yahoo.com/news/m/8495f504-a0ee-3260-b775-d5518c1080f8/kansas-shooting-survivor.html,,,,,,,,,,,,,,,Url broken + Duplicate story
236,3/3/2017,Trump Republicans usher open season on transgender women,NJ TODAY,Elizabeth,New Jersey,http://njtoday.net/2017/03/03/trump-republicans-usher-open-season-transgender-women/,0,na,na,na,na,na,na,na,na,na,na,na,Opinion piece,na,
237,3/3/2017,Flushing lawmakers call for investigation into anti-Semitic threats,TimesLedger,Bayside,New York,http://www.timesledger.com/stories/2017/9/jewishthreats_2017_03_03_q.html,0,na,na,na,na,na,na,na,na,na,na,na,Call to action,na,
238,3/3/2017,Hatewatch Headlines 3/3/2017,Southern Poverty Law Center,Montgomery,AL,https://www.splcenter.org/hatewatch/2017/03/03/hatewatch-headlines-332017-0,0,na,na,na,na,na,na,na,na,na,na,na,Link to more stories,,
239,3/3/2017,Another Jewish cemetery vandalized,Reuters,,,http://www.reuters.com/video/2017/03/03/another-jewish-cemetery-vandalized?videoId=371229381,,,,,,,,,,,,,,,Duplicate story
240,3/3/2017,"Astorino Meets With Westchester Synagogue Directors, Condemns Hate Crimes",Somers Daily Voice,Somers,NY,http://whiteplains.dailyvoice.com/news/astorino-meets-with-westchester-synagogue-directors-condemns-hate-crimes/702022/,0,na,na,na,na,na,na,na,na,na,na,na,Meeting,na,
241,3/3/2017,Disregard: a modern proverb,Southwest Shadow,Las Vegas,NV,http://southwestshadow.com/columnists/disregard-modern-proverb/,0,na,na,na,na,na,na,na,na,na,na,na,Opinion piece,na,
242,3/3/2017,Pennsylvania gov asks DOJ to investigate threats to Jewish groups as hate crimes,The Hill,Washington,DC,http://thehill.com/homenews/state-watch/322165-pennsylvania-gov-asks-doj-to-investigate-threats-to-jewish-groups-as,,,,,,,,,,,,,,,Duplicate story
243,3/3/2017,"Documents: Women Spat At, Yelled Racial Slurs At Bus Driver",CBS Local,New York,New York,http://denver.cbslocal.com/2017/03/03/documents-women-spat-at-yelled-racial-slurs-at-rtd-driver/,,,,,,,,,,,,,,,Duplicate story
244,3/3/2017,"Ex-Journalist Juan Thompson Allegedly Made Bomb Threats to JCCs, ADL",Newsweek,,,http://www.newsweek.com/juan-thompson-arrest-jcc-bomb-threats-563435,1,1,na,na,na,0,na,1,na,religion,na,na,Arrest of man who threatened jewish centers,2,
245,3/3/2017,"Vandals Hit Jewish Cemetery in Rochester, NY",Pueblo Chieftain,Pueblo,CO,http://www.chieftain.com/news/national/vandals-hit-jewish-cemetery-in-rochester-ny/youtube_606f5585-6a88-51e1-aead-d81dfc3a135d.html,,,,,,,,,,,,,,,Duplicate story
246,3/3/2017,UPDATE: Rochester Police Call Toppled Headstones A Hate Crime After Early Doubt,Forward,New York,NY,http://forward.com/news/364884/update-rochester-police-call-toppled-headstones-a-hate-crime-after-early-do/,,,,,,,,,,,,,,,Duplicate story
247,3/3/2017,Third Jewish Cemetery Vandalized In Three Weeks,MRCTV,,,http://www.mrctv.org/blog/rochester-jewish-cemetery-vandalized,,,,,,,,,,,,,,,Duplicate story
248,3/3/2017,"Disgraced reporter Juan Thompson tweeted about hated ex-girlfriend, spate of anti-Semitic incidents",New York Daily News,,,http://www.nydailynews.com/news/national/ex-reporter-juan-thompson-tweeted-anti-semitic-incidents-article-1.2987963,,,,,,,,,,,,,,,Duplicate story
249,3/3/2017,Indian Women's Assoc. to host hate crime vigil in West Lafayette,wlfi.com,West Lafayette,IN,http://wlfi.com/2017/03/03/indian-womens-assoc-to-host-hate-crime-vigil-in-west-lafayette/,,,,,,,,,,,,,,,Url broken
250,3/3/2017,Editorial: Take stand against hate crimes,Indianapolis Star,Indianapolis,IN,http://www.indystar.com/story/opinion/2017/03/03/editorial-take-stand-hate-crimes/98695072/,0,na,na,na,na,na,na,na,na,na,na,na,Opinion piece,na,
251,3/3/2017,Former journalist allegedly made bomb threats against Jewish Community Centers to harass an ex-girlfriend,Salon,,,http://www.salon.com/2017/03/03/former-journalist-allegedly-made-bomb-threats-against-jewish-community-centers-to-harass-an-ex-girlfriend/,,,,,,,,,,,,,,,Duplicate story
252,3/3/2017,Anti-Semitic Hate Crimes Are Up 94% in New York City Compared to This Time Last Year,TeenVogue.com,,,http://www.teenvogue.com/story/anti-semitic-hate-crimes-are-up-94-in-new-york-city-compared-to-this-time-last-year,,,,,,,,,,,,,,,Duplicate story
253,3/3/2017,North Carolina man charged in Key West hate crime,Metro Weekly,,,http://www.metroweekly.com/2017/03/north-carolina-man-charged-key-west-hate-crime/,,,,,,,,,,,,,,,Duplicate story
254,3/3/2017,NYC Republican Billionaire Proposes 'Reward System' to Fight Hate Crimes In Lead-Up to Potential Mayoral Run,Observer,New York,NY,http://observer.com/2017/03/nyc-republican-billionaire-proposes-reward-system-to-fight-hate-crimes-in-lead-up-to-potential-mayoral-run/,0,na,na,na,na,na,na,na,na,na,na,na,Candidate's idea to stop hate crime,na,
255,3/3/2017,"Responsibility, and a hole in a bucket",Pittsburg Morning Sun,Pittsburg,KS,http://www.morningsun.net/opinion/20170303/responsibility-and-hole-in-bucket,0,na,na,na,na,na,na,na,na,na,na,na,Opinion piece,na,
256,3/3/2017,Brindisi joins area leaders of faith to stand against hate crimes,The Times Telegram,,,http://www.timestelegram.com/news/20170303/brindisi-joins-area-leaders-of-faith-to-stand-against-hate-crimes,0,na,na,na,na,na,na,na,na,na,na,na,Call to action,na,
257,3/3/2017,"Senators, congressmen, governor condemn hate",The Jewish Standard,,,http://jewishstandard.timesofisrael.com/senators-congressmen-governor-condemn-hate/,0,na,na,na,na,na,na,na,na,na,na,na,Condemnation,na,
258,3/3/2017,"CBS2 Exclusive: Woman Says Man Made Racist Remarks, Came At Her With Umbrella In Astoria",CBS New York,,,http://newyork.cbslocal.com/2017/03/03/astoria-hate-attack/,,,,,,,,,,,,,,,Duplicate story
259,3/3/2017,State's hate crime bill not a good idea,Sunnyside Daily Sun News,Sunnyside,Washington,http://www.dailysunnews.com/news/2017/feb/24/states-hate-crime-bill-not-good-idea/,0,na,na,na,na,na,na,na,na,na,na,na,Opinion piece,na,
260,3/3/2017,Hate Crime killing of Indian in Olathe shooting condemned,The Indian Panorama,,,https://www.theindianpanorama.news/hate-crime-killing-indian-olathe-shooting-condemned/,,,,,,,,,,,,,,,Duplicate story
261,3/4/2017,"Another View: Like Trump, many of us are inconsistent on hate crimes",Press Herald,Portland,ME,http://www.pressherald.com/2017/03/04/another-view-like-trump-many-of-us-are-inconsistent-on-hate-crimes/,0,na,na,na,na,na,na,na,na,na,na,na,Opinion piece,na,
262,3/4/2017,"Recap: Lucky Man brings us hate crimes, religion & games of chance",Monsters and Critics.com,,,http://www.monstersandcritics.com/smallscreen/recap-lucy-man-brings-us-hate-crimes-religion-games-of-chance/,0,na,na,na,na,na,na,na,na,na,na,na,TV Show recap,na,
263,3/4/2017,Letter: Don't blame DC for racial hate attacks,Elko Daily Free Press,Elko,NV,http://elkodaily.com/news/opinion/mailbag/letter-don-t-blame-dc-for-racial-hate-attacks/article_5b7e9a8b-169a-5c41-aeaa-644a5918b001.html,0,na,na,na,na,na,na,na,na,na,na,na,Opinion piece,na,
264,3/4/2017,"Capitol Watch: Hate crime response, nuclear bailout scrutiny",Myrtle Beach Sun News,Myrtle Beach,SC,http://www.myrtlebeachonline.com/news/business/national-business/article136426548.html,,,,,,,,,,,,,,,Url broken
265,3/4/2017,"When a single word hurts: Georgia doesn't have a hate crime statute, but that doesn't stop hate crimes from happening",Online Athens,Athens,GA,http://onlineathens.com/local-news/2017-03-04/when-single-word-hurts-georgia-doesn-t-have-hate-crime-statute-doesn-t-stop,1,1,2,3,2017,1,1,1,0,LGBT,Athens,Georgia,Assault,3,
266,3/4/2017,Is America Racist? Sikh Man Shot At Home By White Man After 'Go Back To Your Own Country' Comment,International Business Times,New York,NY,http://www.ibtimes.com/america-racist-sikh-man-shot-home-white-man-after-go-back-your-own-country-comment-2502431,1,1,3,3,2017,1,1,1,0,religion,Kent,Washington,Shooting,3,
267,3/4/2017,Go back to your own country!': Washington Sikh man shot during racist attack,Raw Story,Cambridge,MA,http://www.rawstory.com/2017/03/go-back-to-your-own-country-washington-sikh-man-shot-during-racist-attack/,,,,,,,,,,,,,,,Duplicate story
268,3/4/2017,Yolo supervisors respond to 'climate of fear' with resolution,Daily Democrat,Woodland,CA,http://www.dailydemocrat.com/article/NI/20170304/NEWS/170309930,0,na,na,na,na,na,na,na,na,na,na,na ,Community reassurance,na,
269,3/4/2017,Sikh Man Shot After Being Told 'Go Back to Your Own Country',Newser,,,http://www.newser.com/story/239291/sikh-man-shot-after-being-told-go-back-to-your-own-country.html,,,,,,,,,,,,,,,Duplicate story
270,3/4/2017,"White attacker shoots Sikh man in Washington State after yelling, 'Go back to your own country'",Fusion,Doral,Florida,http://fusion.net/story/390191/white-attacker-shoots-sikh-man-in-washington-state/,,,,,,,,,,,,,,,Duplicate story
271,3/4/2017,Police investigate possible hate crime after man shot,12news.com,,,http://www.12news.com/news/crime/police-investigate-possible-hate-crime-after-man-shot/419921672,,,,,,,,,,,,,,,Duplicate story
272,3/4/2017,Go back to your own country': Sikh man shot in his driveway in suspected hate crime,Washington Post,Washington,DC,http://www.washingtonpost.com/news/post-nation/wp/2017/03/04/go-back-to-your-own-country-sikh-man-shot-in-his-driveway-in-suspected-hate-crime/,,,,,,,,,,,,,, ,Url broken + Duplicate story
273,3/4/2017,Go back to your own country': Sikh man shot in Washington in suspected hate crime,Chicago Tribune,Chicago,IL,http://www.chicagotribune.com/news/nationworld/ct-sikh-man-shot-suspected-hate-crime-20170304-story.html,,,,,,,,,,,,,,,Duplicate story
274,3/4/2017,FBI helping investigate Sikh man's shooting near Seattle,News965,Orlando,Florida,http://www.news965.com/ap/ap/us/police-search-for-man-who-shot-sikh-in-seattle-sub/ntrzt/,,,,,,,,,,,,,,,Url broken + Duplicate story
275,3/4/2017,Go back to your own country': Sikh man shot in his driveway in suspected hate crime in Washington state,Alaska Dispatch News,Anchorage,Alaska,https://www.adn.com/nation-world/2017/03/04/go-back-to-your-own-country-sikh-man-shot-in-his-driveway-in-suspected-hate-crime-in-washington-state/,,,,,,,,,,,,,,,Duplicate story
276,3/4/2017,"Go back to your own country,' shooter tells man before firing",FOX13 Memphis,Memphis,TN,http://www.fox13memphis.com/news/trending-now/go-back-to-your-own-country-shooter-tells-man-before-firing/499696228,,,,,,,,,,,,,,,Duplicate story
277,3/4/2017,"Seattle: Gunman shouts ""go back to your own country"" before shooting Sikh man",Yahoo News,Altadena,California,https://in.news.yahoo.com/seattle-gunman-shouts-back-own-country-shooting-sikh-031848025.html,,,,,,,,,,,,,,,Duplicate story
278,3/4/2017,Police search for man who shot Sikh in Seattle suburb,Normangee Star,Normangee,TX,http://normangeestar.net/2017/03/05/police-search-for-man-who-shot-sikh-in-seattle-suburb/,,,,,,,,,,,,,,,Url broken + Duplicate story
279,3/4/2017,FBI Investigates After Sikh Man Shot Near Seattle,NBC New York,New York,NY,http://www.nbcnewyork.com/news/national-international/Sikh-Man-Shot-in-Seattle-Area-415413473.html?akmobile=o,,,,,,,,,,,,,,,Duplicate story
280,3/4/2017,Sikh shot in 3rd attack on Indians in US in 10 days,Yahoo News,Altadena,California,https://in.news.yahoo.com/sikh-shot-3rd-attack-indians-us-10-days-054603754.html,,,,,,,,,,,,,,,Duplicate story
281,3/4/2017,NYPD probing possible vandalism at largely Jewish cemetery,Santa Cruz Sentinel,Santa Cruz,CA,http://www.santacruzsentinel.com/general-news/20170304/nypd-probing-possible-vandalism-at-largely-jewish-cemetery,0,na,na,na,na,na,na,na,na,na,na,na,Article clarifying not hate crime,na,
282,3/4/2017,Many of us inconsistent on hate crimes,The Decatur Daily,Decatur,AL,http://www.decaturdaily.com/opinion/many-of-us-inconsistent-on-hate-crimes/article_71fe0ef4-baf5-5753-9f71-475590a34d34.html,,,,,,,,,,,,,,,Duplicate story
283,3/5/2017,"OUR VIEW: If we lose our grip, hate will consume us",Utica Observer Dispatch,Utica,New York,http://www.uticaod.com/opinion/20170305/our-view-if-we-lose-our-grip-hate-will-consume-us,0,na,na,na,na,na,na,na,na,na,na,na,Opinion piece,na,
284,3/5/2017,Sikh man shot in Washington allegedly told 'to go back to your country',Gant Daily,Clearfield,PA,http://gantdaily.com/2017/03/05/sikh-man-shot-in-washington-allegedly-told-to-go-back-to-your-country/,,,,,,,,,,,,,,,Duplicate story
285,3/5/2017,"UPDATE: FBI to help investigate Sikh's shooting, police say",WDSU New Orleans,New Orleans,LA,http://www.wdsu.com/article/sikh-man-shot-in-washington-state-allegedly-told-to-go-back-to-your-country/9093587,,,,,,,,,,,,,,,Duplicate story
286,3/5/2017,"Headstones toppled in Brooklyn cemetery, NYPD notifies hate crimes division",New York Daily News,,,http://www.nydailynews.com/news/national/headstones-toppled-brooklyn-cemetery-hate-crime-article-1.2989032,0,na,na,na,na,na,na,na,na,na,na,na,NOTE: FUTURE LINK SAYS THAT THIS IS NOT A HATE CRIME,na,
287,3/5/2017,Sikh man's shooting in Washington investigated as hate crime,Binghamton Homepage,Binghamton,New York,http://www.binghamtonhomepage.com/news/national/sikh-man-shot-in-washington-allegedly-told-to-go-back-to-your-country/666835116,,,,,,,,,,,,,,,Url broken + Duplicate story
288,3/5/2017,Police searching for man who shot Sikh in a Seattle suburb - KZTV10.com | Continuous News Coverage | Corpus Christi,KZTV Action 10 News,Corpus Christi,Texas,http://www.kztv10.com/story/34669002/police-searching-for-man-who-shot-sikh-in-a-seattle-suburb,,,,,,,,,,,,,,,Duplicate story
289,3/5/2017,Washington police investigating shooting of Sikh man as hate crime,WTTV CBS4Indy,Indianapolis,IN,http://cbs4indy.com/2017/03/05/washington-police-investigating-shooting-of-sikh-man-as-hate-crime/,,,,,,,,,,,,,,,Duplicate story
290,3/5/2017,"Sikh man's shooting in Washington investigated as hate crime - Erie News Now: News, Weather & Sports | WICU 12 & WSEE",ErieTVNews,Erie,PA,http://www.erietvnews.com/story/34668258/sikh-mans-shooting-in-washington-investigated-as-hate-crime,,,,,,,,,,,,,,,Url broken + Duplicate story
291,3/5/2017,Sunday Commentary: $1 Million Bail Remains Unfair in Hate Crime Case,The People’s Vanguard of Davis,,,http://www.davisvanguard.org/2017/03/sunday-commentary-1-million-bail-remains-unfair-hate-crime-case/,0,na,na,na,na,na,na,na,na,na,na,na,Opinion piece,na,
292,3/5/2017,Tombstones damaged at historic Jewish cemetery,WJXT Jacksonville,Jacksonville,FL,http://www.news4jax.com/news/national/tombstones-damaged-at-historic-jewish-cemetery,,,,,,,,,,,,,,,Url broken
293,3/5/2017,5 tombstones damaged at historic Jewish cemetery in Brooklyn,wtvr.com,Richmond,VA,http://wtvr.com/2017/03/05/tombstones-damaged-at-historic-jewish-washington-cemetery-brooklyn/,,,,,,,,,,,,,,,Duplicate story
294,3/5/2017,Sikh shooting investigated as hate crime,CNN,Atlanta,GA,https://www.youtube.com/watch?v=R7uufUsQYPo,,,,,,,,,,,,,,,Duplicate story
295,3/5/2017,Sikh Man in Washington Says He Was Shot and Told to 'Go Back to Your Own Country',TIME,,,http://time.com/4691277/indian-sikh-washington-shot/,,,,,,,,,,,,,,,Url broken + Duplicate story
296,3/5/2017,"Shooting of Sikh man investigated as possible hate crime, police say",UPI.com,,,http://www.upi.com/Top_News/US/2017/03/05/Shooting-of-Sikh-man-investigated-as-possible-hate-crime-police-say/6491488721798/,,,,,,,,,,,,,,,Duplicate story
297,3/5/2017,Police investigate shooting of Sikh man as possible hate crime,Washington Post,Washington,DC,https://www.washingtonpost.com/video/national/police-investigate-shooting-of-sikh-man-as-possible-hate-crime/2017/03/05/8fb40eb6-01b7-11e7-9d14-9724d48f5666_video.html,,,,,,,,,,,,,,,Duplicate story
298,3/5/2017,Police contact FBI after Sikh shot in arm in Seattle suburb,Thegardenisland.com,Lihue,HI,http://thegardenisland.com/news/national/police-contact-fbi-after-sikh-shot-in-arm-in-seattle/article_9d3d0400-4a32-5fb4-9f3b-1fcfd67f1871.html,,,,,,,,,,,,,,,Url broken + Duplicate story
299,3/5/2017,Governor Cuomo Visits Israel in Show of Solidarity in the Face of Recent Anti-Semitic Hate Crimes and Threats,NY1,,NY,http://www.ny1.com/nyc/all-boroughs/news/2017/03/5/governor-cuomo-visits-israel-in-show-of-solidarity-in-the-face-of-recent-anti-semitic-hate-crimes-and-threats.html,0,na,na,na,na,na,na,na,na,na,na,na,Governor visits Israel,na,
300,3/5/2017,Sikh American Shot in His Driveway by White Gunman Shouting 'Go Back to Your Own Country!',AlterNet,San Francisco,CA,http://www.alternet.org/grayzone-project/sikh-shot-driveway-washington-islamophobia,,,,,,,,,,,,,,,Duplicate story
301,3/5/2017,"Sikh Man Shot Outside His Seattle Home, Told To 'Go Back To Your Own Country'",WBUR,Boston,MA,http://www.wbur.org/npr/518637650/sikh-man-shot-outside-his-seattle-home-told-to-go-back-to-your-own-country,,,,,,,,,,,,,,,Duplicate story
302,3/5/2017,Sikh man shot in Seattle draws international empathy,azcentral,Phoenix,AZ,http://www.azcentral.com/story/news/nation/2017/03/05/sikh-man-shot-seattle-draws-international-condolences/98775418/,,,,,,,,,,,,,,,Duplicate story
303,3/5/2017,Sikh Man Shot Outside His Seattle Home In Apparent Hate Crime,OPB News,Portland,OR,http://www.opb.org/news/article/npr-sikh-man-shot-outside-his-seattle-home-told-to-go-back-to-your-own-country/,,,,,,,,,,,,,,,Duplicate story
304,3/5/2017,Sikh community calls for hate crime investigation into Kent shooting,Kent Reporter,Kent,Washington,http://www.kentreporter.com/news/sikh-community-calls-for-hate-crime-investigation-in-kent-shooting/,,,,,,,,,,,,,,,Duplicate story
305,3/5/2017,Shooting of Sikh Man in Washington Being Investigated as a Hate Crime,Jezebel,New York,NY,http://jezebel.com/shooting-of-sikh-man-in-washington-being-investigated-a-1792987220,,,,,,,,,,,,,,,Duplicate story
306,3/5/2017,Police investigate 'hate crime' in attack on Sikh man in Seattle,Yahoo News,Altadena,California,https://uk.news.yahoo.com/police-investigate-hate-crime-attack-152609445.html,,,,,,,,,,,,,,,Duplicate story
307,3/5/2017,Police Contact FBI After Sikh Shot Outside Seattle-Area Home,OPB News,Portland,OR,http://www.opb.org/news/article/police-fbi-sikh-shot-seattle-hate-crime-investigation/,,,,,,,,,,,,,,,Duplicate story
308,3/5/2017,"Sikhs respond to shooting near Seattle with fear, disbelief",WLS-TV,Chicago,IL,http://abc7chicago.com/news/sikhs-respond-to-shooting-near-seattle-with-fear-disbelief/1785890/,,,,,,,,,,,,,,,Url broken + Duplicate story
309,3/5/2017,Sikh man's shooting investigated as hate crime,KTRK-TV,Houston,TX,http://abc13.com/news/sikh-mans-shooting-investigated-as-hate-crime/1785886/,,,,,,,,,,,,,,,Duplicate story
310,3/5/2017,Our Opinion: Standing against hate crimes is everyone's duty,Berkshire Eagle,Pittsfield,MA,"http://www.berkshireeagle.com/stories/Our-Opinion-Standing-againsthate-crimes-iseveryones-duty,500282",0,na,na,na,na,na,na,na,na,na,na,na,Opinion piece,na,
311,3/5/2017,"Wind toppled Jewish tombstones in Brooklyn, not neo-Nazis: police",Metro.us,New York,NY,http://www.metro.us/new-york/wind-toppled-jewish-tombstones-in-brooklyn-not-neo-nazis-police/zsJqce---c1ul2KXADyq6o/,,,,,,,,,,,,,,,Duplicate story
312,3/5/2017,"39-year-old Sikh Man shot in 3rd Attack on Indians in US in 10 days: “Go back to your own country,” says Gunman",http://www.newsgram.com/,,,http://www.newsgram.com/39-year-old-sikh-man-shot-in-3rd-attack-on-indians-in-us-in-10-days-go-back-to-your-own-country-says-gunman/,,,,,,,,,,,,,,,Duplicate story
313,3/5/2017,"Insights: Hate crimes, is it too much to ask that the cops get it right?",Colorado Springs Gazette,Colorado Springs,CO,http://gazette.com/insights-hate-crimes-is-it-too-much-to-ask-that-the-cops-get-it-right/article/1598229,0,na,na,na,na,na,na,na,na,na,na,na,Opinion piece,na,
314,3/5/2017,Sikh man shot in Kent draws international condolences,WCNC.com,Charlotte,NC,http://www.wcnc.com/news/local/sikh-man-shot-in-kent-draws-international-condolences/419956415,,,,,,,,,,,,,,,Duplicate story
315,3/5/2017,FBI Investigating Shooting of Sikh Man in Washington as Hate Crime,New America Media,Los Angeles,CA,http://newamericamedia.org/2017/03/fbi-investigating-shooting-of-sikh-man-in-washington-as-hate-crime.php,,,,,,,,,,,,,,,Duplicate story
316,3/5/2017,ProPublica Launches New Collaboration Project To Track And Document Hate Crimes,KNBA,Anchorage,AK,http://knba.org/post/propublica-launches-new-collaboration-project-track-and-document-hate-crimes,0,na,na,na,na,na,na,na,na,na,na,na,Hate crime prevention,na,
317,3/5/2017,Are Deep State Actors Trying To Frame Donald Trump With 'Hate Crimes?' – OpEd,Eurasia Review,Madrid,,http://www.eurasiareview.com/06032017-are-deep-state-actors-trying-to-frame-donald-trump-with-hate-crimes-oped/,0,na,na,na,na,na,na,na,na,na,na,na,Opinion piece,na,
318,3/5/2017,Go back to your country': Shooting in Washington investigated as possible hate crime,fox13now.com,Salt Lake City,Utah,http://fox13now.com/2017/03/05/go-back-to-your-country-shooting-in-washington-investigated-as-possible-hate-crime/,,,,,,,,,,,,,,,Duplicate story
319,3/5/2017,Sikhs Respond to Suburban Seattle Shooting With Fear and Disbelief,Yahoo News,Altadena,California,https://www.yahoo.com/news/sikhs-respond-suburban-seattle-shooting-030439115.html,,,,,,,,,,,,,,,Duplicate story
320,3/5/2017,"Queens rally denounces country-wide hate crimes, emphasizes unity",Fox5NY,,,http://www.fox5ny.com/news/239720342-story,0,na,na,na,na,na,na,na,na,na,na,na,peace rally,na,
321,3/5/2017,"Sikh man shot in US: FBI joins shooting probe, Ami Bera says hate crimes on rise",The Times,,,https://tuckermantimes.com/sikh-man-shot-in-us-fbi-joins-shooting-probe-ami-bera-says-hate-crimes-on-rise/125979/,,,,,,,,,,,,,,,Url broken + Duplicate story
322,3/5/2017,"Sikh victim in Washington attack wanted to remain anonymous, but Sushma Swaraj outs him",The American Bazaar,Washington,DC,https://www.americanbazaaronline.com/2017/03/05/sikh-victim-in-washington-attack-wants-to-remain-anonymous-but-sushma-swaraj-outs-him423160/,,,,,,,,,,,,,,,Duplicate story
323,3/5/2017,FBI helping investigate shooting of Sikh man near Seattle,CBS News,New York,NY,http://www.cbsnews.com/news/fbi-helping-investigate-shooting-of-sikh-man-near-seattle/,,,,,,,,,,,,,,,Duplicate story
324,3/5/2017,"US hate crime: Sikhs in Washington express concern, fear",Yahoo News,Altadena,California,https://in.news.yahoo.com/u-hate-crime-sikhs-washington-express-concern-fear-031443499.html,,,,,,,,,,,,,,,Duplicate story
325,3/5/2017,"Hate crime response, nuclear bailout scrutiny topics this week in Albany",Lockport Union-Sun & Journal,Lockport,NY,http://www.lockportjournal.com/news/hate-crime-response-nuclear-bailout-scrutiny-topics-this-week-in/article_2006bbc1-14bb-5b86-a712-bd04c50e7f2c.html,0,na,na,na,na,na,na,na,na,na,na,na,Report on policy,na,
326,3/5/2017,Hate crime: US assures India of speedy justice to victims,Yahoo News,Altadena,California,https://in.news.yahoo.com/hate-crime-us-assures-india-043600779.html,,,,,,,,,,,,,,,Url broken
327,3/5/2017,Letter: Stand up to hate,Concord Monitor,Concord,NH,http://www.concordmonitor.com/We-must-stand-together-against-hate-crimes-8442681,0,na,na,na,na,na,na,na,na,na,na,na,Opinion piece,na,
328,3/6/2017,"Sikh man is 'getting back to normal,' heartened by support",ABC News,,,http://abcnews.go.com/International/wireStory/sikhs-respond-shooting-seattle-fear-disbelief-45933212,,,,,,,,,,,,,,,Url broken + Duplicate story
329,3/6/2017,Seattle shooting of a Sikh man another hate crime in America,Blasting News,,,http://us.blastingnews.com/opinion/2017/03/seattle-shooting-of-a-sikh-man-another-hate-crime-in-america-001525655.html,,,,,,,,,,,,,,,Duplicate story
330,3/6/2017,Sikhs: Religious minority target of mistaken hate crimes,Bloomington Pantagraph,Bloomington,IL,http://www.pantagraph.com/news/national/sikhs-religious-minority-target-of-mistaken-hate-crimes/article_bc3fef69-65bd-50b5-a8ba-2c8c19d64d53.html,0,na,na,na,na,na,na,na,na,na,na,na,News story,na,
331,3/6/2017,AP Top Stories March 6 A,The Audubon County Advocate Journal,,,http://www.swiowanewssource.com/youtube_50dc25be-9c65-501c-bf55-31e5b944d66a.html,0,na,na,na,na,na,na,na,na,na,na,na,Link to more stories,na,
332,3/6/2017,"Synagogue Hate Crime Suspect An Educated, Suburban Accountant",CBS Chicago,,,http://chicago.cbslocal.com/2017/03/06/synagogue-hate-crime-suspect-an-educated-suburban-accountant/,1,0,na,2,2017,0,na,1,na,religion,Chicago,Illinois,Vandalism,2,
333,3/6/2017,"Sikhs: Religious minority target of mistaken hate crimes - KTVQ.com | Q2 | Continuous News Coverage | Billings, MT",KTVQ Billings News,Billings,MT,http://www.ktvq.com/story/34673204/sikhs-religious-minority-target-of-mistaken-hate-crimes,,,,,,,,,,,,,,,Url broken + Duplicate story
334,3/6/2017,"Sikhs: Religious minority target of mistaken hate crimes - KBZK.com | Continuous News | Bozeman, Montana",KBZK Bozeman News,Bozeman,MT,http://www.kbzk.com/story/34673204/sikhs-religious-minority-target-of-mistaken-hate-crimes,,,,,,,,,,,,,,,Url broken + Duplicate story
335,3/6/2017,NAACP Speaks Out on Hate Crimes Against Jewish Community,The Skanner,Seattle,WA,http://www.theskanner.com/news/usa/25106-naacp-speaks-out-on-hate-crimes-against-jewish-community,0,na,na,na,na,na,na,na,na,na,na,na,Condemnation of hate crime,na,
336,3/6/2017,"In SB 1, Georgia may have its first hate-crime bill — but of a different sort",MyAJC,,,http://politics.blog.myajc.com/2017/03/06/in-sb-1-georgia-may-have-it-first-hate-crime-bill/,0,na,na,na,na,na,na,na,na,na,na,na,bill proposal,na,
337,3/6/2017,BWW REVIEW: The View UpStairs: A New Musical Shines A Well-Intentioned Light On Gay Life in 1970s New Orleans,Broadway World,New York,NY,http://www.broadwayworld.com/off-broadway/article/BWW-Review-THE-VIEW-UPSTARIS-A-New-Musical-Shines-A-Well-Intentioned-Light-On-Gay-Life-in-1970s-New-Orleans-20170306,0,na,na,na,na,na,na,na,na,na,na,na,Report on musical,na,
