Incident number,Date,Title,Organization,City,State,URL,Hate Incident,New Incident,Day of Incident,Month of Incident,Year of Incident,Violent,Num Victims,Num Perp,Num Deaths,Issue Identity,Incident City,Incident State,Incident Type,Inc Intensity,Notes
4402,8/28/2017,Good Samaritan Suffers Broken Jaw In Possible Hate Crime In Brooklyn,CBS New York,,,http://newyork.cbslocal.com/2017/08/28/crown-fried-chicken-fight/,1,1,26,8,17,1,1,1,0,LGBT,New York City ,New York,assault,3,
4403,8/28/2017,That Guy Who Claimed He Got Stabbed For His 'Neo-Nazi' Haircut Admits It Was A Hoax,The Daily Caller,Washington,DC,http://dailycaller.com/2017/08/28/that-guy-who-claimed-he-got-stabbed-for-his-neo-nazi-haircut-admits-it-was-a-hoax/,0,na,na,na,na,na,na,na,na,na,na,na,story,na,
4404,8/28/2017,Social Services Worker Undergoing Surgery After Man Yelled Anti-Gay Slurs and Attacked: Police,NBC New York,New York,NY,http://www.nbcnewyork.com/news/local/Hate-Crime-Attack-Anti-Gay-Brooklyn-Fulton-Street-Social-Services-Worker-442023413.html,1,1,26,8,17,1,1,1,0,LGBT,New York City ,New York,assault,3,
4405,8/28/2017,Men Plead Guilty to Robbing and Beating Gay Men Using Grindr,SouthFloridaGayNews.com,Wilton Manors,Florida,http://southfloridagaynews.com/National/men-plead-guilty-to-robbing-and-beating-gay-men-using-grindr.html,1,0,7,2,17,1,More than 1,3,0,LGBT,Aubrey,Texas,assault/robbery,3,
4406,8/28/2017,Man charged in Cleveland hate crime arrested,cleveland.com,Cleveland,OH,http://www.cleveland.com/metro/index.ssf/2017/08/man_charged_in_cleveland_hate.html,1,0,20,8,17,1,1,1,0,Race,Cleaveland,Ohio,assault,3,
4407,8/28/2017,CA Lawmaker Proposes Tightening Hate Crime Laws,MyMotherLode.com,Sonora,CA,https://www.mymotherlode.com/news/local/322033/ca-lawmaker-proposes-tightening-hate-crime-laws.html,0,na,na,na,na,na,na,na,na,na,na,na,policy,na,
4408,8/28/2017,"Bloomington Hate Crimes Remain Steady, Despite Election Spike",Indiana Public Media,Bloomington,IN,http://indianapublicmedia.org/news/bloomington-hate-crimes-remain-steady-election-spike-126431/,0,na,na,na,na,na,na,na,na,na,na,na,statistic,na,
4409,8/28/2017,Suspect Wanted In Brutal Attack In Bed-Stuy,1010 Wins,New York,NY,https://www.youtube.com/watch?v=jnwcv-berJQ,1,1,26,8,17,1,1,1,0,LGBT,New York City ,New York,assault,3,
4410,8/28/2017,"NCAVP mourns the hate violence homicide of Kiwi Herring in St. Louis, MO",avp.org,New York,NY,https://avp.org/ncavp-mourns-hate-violence-homicide-kiwi-herring-st-louis-mo/,1,1,22,8,17,1,1,2,1,LGBT,St. Lewis,Missouri,Murder,4,
4411,8/28/2017,Is looting a hate crime? Maybe if you reveal the looters.,phoenixism.net,Arcadia,CA,http://www.phoenixism.net/?p=24270,0,na,na,na,na,na,na,na,na,na,na,na,story,na,
4412,8/28/2017,Prosecute Racially Motivated Statue Vandalism as a Hate Crime,FrontPage Magazine,Los Angeles,CA,http://www.frontpagemag.com/fpm/267705/prosecute-racially-motivated-statue-vandalism-hate-daniel-greenfield,0,na,na,na,na,na,na,na,na,na,na,na,opinion,na,
4413,8/29/2017,State behind curve on hate-crime law,Daily Journal,Franklin,Indiana,http://www.dailyjournal.net/2017/08/29/state_behind_curve_on_hatecrime_law/,0,na,na,na,na,na,na,na,na,na,na,na,policy,na,
4414,8/29/2017,Civil Rights Groups Ask Comprehensive Review of Law Enforcement Efforts on Hate Crimes,eriegaynews.com,Erie,PA,http://www.eriegaynews.com/news/article.php?recordid=201709eqcacivilrightsreview,0,na,na,na,na,na,na,na,na,na,na,na,policy,na,
4415,8/29/2017,Stormfront: 'murder capital of internet' pulled offline after civil rights action,The Guardian,,,https://www.theguardian.com/technology/2017/aug/29/stormfront-neo-nazi-hate-site-murder-internet-pulled-offline-web-com-civil-rights-action,0,na,na,na,na,na,na,na,na,na,na,na,tech,na,
4416,8/29/2017,Tyres slashed outside performance of gay play in suspected hate crime,Attitude Magazine: Daniel Newman New Star of the Walking Dead,,,http://attitude.co.uk/tires-slashed-outside-performance-of-gay-play-in-suspected-hate-crime/,0,na,na,na,na,na,na,na,na,na,na,na,international,na,
4417,8/29/2017,Man charged in Cleveland hate crime makes first court appearance,cleveland.com,Independence,OH,https://www.youtube.com/watch?v=MXTE4uhXtyc,1,0,20,8,17,1,1,1,0,Race,Cleaveland,Ohio,assault,3,
4418,8/29/2017,Pennsylvania man charged in Cleveland hate crime makes first court appearance,cleveland.com,Cleveland,OH,http://www.cleveland.com/metro/index.ssf/2017/08/pennsylvania_man_charged_in_cl.html,1,0,20,8,17,1,1,1,0,Race,Cleaveland,Ohio,assault,3,
4419,8/29/2017,After Charlottesville: What we can do now,beauforttoday.com,Beaufort,SC,http://beauforttoday.com/broad-view/2017-08-29/after-charlottesville-what-we-can-do-now,0,na,na,na,na,na,na,na,na,na,na,na,opinion,na,
4420,8/29/2017,Senate Bill 630 will protect those standing against hate,Daily Californian,Berkeley,CA,http://www.dailycal.org/2017/08/29/senate-bill-630-will-protect-standing-hate/,0,na,na,na,na,na,na,na,na,na,na,na,policy,na,
4421,8/29/2017,"Day of the Rope Is Coming': Racist, Anti-Semitic Signs Found at Va. Church.",The Root,Washington DC,,http://www.theroot.com/day-of-the-rope-is-coming-racist-anti-semitic-signs-f-1798538414,1,1,29,8,17,0,1,1,0,Race/Religion,Dumfries,Virginia,Vandalism,2,
4422,8/29/2017,NYC Human Rights Commission Investigating Sunnyside Condo's 'Nazi Lobby',Gothamist,New York,New York,http://gothamist.com/2017/08/29/nazi_lobby_hate_crime.php,0,na,na,na,na,na,na,na,na,na,na,na,not hate,na,
4423,8/29/2017,Vineland teen charged with bias crime,Vineland Daily Journal,Vineland,NJ,http://www.thedailyjournal.com/story/news/2017/08/29/vineland-teen-charged-bias-crime/612875001/,1,1,26,8,17,0,na,1,0,LGBT,Vineland,New Jersey,Flag burning,2,
4424,8/29/2017,Jewish boundary markers stir tension even in diverse NJ town,Fairfield Daily Republic,Fairfield,CA,http://www.dailyrepublic.com/california-us-world/jewish-boundary-markers-stir-tension-even-in-diverse-n-j-town/,1,0,13,8,17,0,na,2,0,Religion,Mahwah,New Jersey,Vandalism,2,After local debate on racial topic
4425,8/29/2017,Clergy march in Washington against white supremacy,The Christian Century,,,https://www.christiancentury.org/article/clergy-march-washington-against-white-supremacy,0,na,na,na,na,na,na,na,na,na,na,na,march,na,
4426,8/29/2017,Guilty Plea In Immigrant Assistance Services Fraud,Patch.com,New York,,https://patch.com/new-york/midhudsonvalley/guilty-plea-immigrant-assistance-services-fraud,1,0,na,na,16,0,At least 4,1,0,Race,Wallkill,New York,defrauding,2,
4426.1,,,,,,,1,0,na,na,16,0,5,1,0,Race,Middletown,New York,defrauding,2,
4427,8/29/2017,CBS2 Exclusive: Man Speaks After Being Attacked In Suspected Anti-Gay Hate Crime In Brooklyn,CBS New York,,,http://newyork.cbslocal.com/2017/08/29/brooklyn-anti-gay-attack/,1,1,26,8,17,1,1,1,0,LGBT,New York City ,New York,Assault,3,
4428,8/29/2017,Florida Men Who Burned Cross Because They Hated Interracial Couple Sentenced to Federal Prison,Newsweek,,,http://www.newsweek.com/florida-cross-burn-hate-crime-interracial-attack-trump-sessions-656708,1,0,0,8,12,0,2,2,0,Race,Port Richey,Florida,Vandalism,2,
4429,8/29/2017,Pasco men who burned cross in black neighbor's yard sentenced to federal prison,sptimes.com,Lutz,FL,http://sptimes.com/news/courts/criminal/pasco-men-who-burned-cross-in-black-neighbors-yard-sentenced-to-federal/2335584,1,0,0,8,12,0,2,2,0,Race,Port Richey,Florida,Vandalism,2,
4430,8/29/2017,Congressman Beyer's News Commentary: The Way Forward After Charlottesville,Falls Church News Press,Falls Church,VA,https://fcnp.com/2017/08/29/congressman-beyers-news-commentary-way-forward-charlottesville/,0,na,na,na,na,na,na,na,na,na,na,na,opinion,na,
4431,8/29/2017,"No charges yet in possible Santa Rosa hate attack against mother, toddler",Santa Rosa Press Democrat,Santa Rosa,CA,http://www.pressdemocrat.com/news/7359129-181/no-charges-yet-in-possible,1,0,25,8,17,1,2,2,0,Race,Santa Rosa ,California,Assult,3,
4432,8/29/2017,Why the joint statement on Charlottesville was made,Elk Grove Citizen,Elk Grove,CA,http://www.egcitizen.com/lifestyle/why-the-joint-statement-on-charlottesville-was-made/article_e65cfaea-8d10-11e7-9120-cfe4c7983a6e.html,0,na,na,na,na,na,na,na,na,na,na,na,opinion,na,
4433,8/29/2017,EDITORIAL: Time to get a hate-crime law on the books,Goshen News,Goshen,IN,http://www.goshennews.com/opinion/editorial-time-to-get-a-hate-crime-law-on-the/article_12748764-cca5-5936-893c-e97e3b30c425.html,0,na,na,na,na,na,na,na,na,na,na,na,opinion,na,
4434,8/29/2017,Bradley forum warns of threat from 'far-right extremists',Peoria Journal Star,Peoria,IL,http://www.pjstar.com/news/20170829/bradley-forum-warns-of-threat-from-far-right-extremists,0,na,na,na,na,na,na,na,na,na,na,na,opinion,na,
4435,8/29/2017,FD worker calls statue painting a hate crime,Fort Dodge Messenger,Fort Dodge,IA,http://www.messengernews.net/news/local-news/2017/08/fd-worker-calls-statue-painting-a-hate-crime/,1,1,29,8,17,0,1,1,0,Race,Fort Dodge,Iowa,Vandalism,2,
4436,8/30/2017,13 Hate Crime Incidents Reported In Bloomington During The Past Year,WBIW.com,Bedford,Indiana,http://www.wbiw.com/local/archive/2017/08/thirteen-incidents-of-hate-were-reported-in-bloomington-during-the-past-year.php,0,na,na,na,na,na,na,na,na,na,na,na,statistic,na,
4437,8/30/2017,"Charlottesville fallout could push Indiana to pass hate crimes law, legislators say",Indianapolis Star,Indianapolis,IN,http://www.indystar.com/story/news/politics/2017/08/30/lawmakers-tackle-hate-crimes-unofficial-starbucks-summit/586581001/,0,na,na,na,na,na,na,na,na,na,na,na,policy,na,
4438,8/30/2017,No Hate Crime Charges But Man Faces Three Assault Charges,oaklawnleaf.com,Oak Lawn,IL,http://oaklawnleaf.com/2017/08/30/9093/,1,0,19,8,17,1,3,1,0,Race,Cook County,Illinois,Assult,3,"Guy threatened with shotgun, not sure if should be violent or not"
4439,8/30/2017,Nineteen People Indicted for Turkish Attack on Peaceful Protesters in Washington,Armenian Weekly,Watertown,MA,https://armenianweekly.com/2017/08/30/nineteen-people-indicted-for-turkish-attack-on-peaceful-protesters-in-washington/,1,0,17,5,17,1,at least 10,19,0,Race,Washington D.C.,Washington D.C.,Assult,5,
4440,8/30/2017,Why We Must Talk About Race When We Talk About Crime,sentinelksmo.org,Overland Park,KS,https://sentinelksmo.org/must-talk-race-talk-crime/,0,na,na,na,na,na,na,na,na,na,na,na,opinion,na,
4441,8/30/2017,Hate Crimes: A Conference on Law Enforcement and Civil Rights September 17 and 18,Federal Bureau of Investigation,Washington,DC,https://www.fbi.gov/contact-us/field-offices/birmingham/news/press-releases/hate-crimes-a-conference-on-law-enforcement-and-civil-rights-september-17-and-18,0,na,na,na,na,na,na,na,na,na,na,na,speech,na,
4442,8/30/2017,Idahoans will not be defined by racist label,Idaho County Free Press,Grangeville,ID,http://www.idahocountyfreepress.com/news/2017/aug/30/idahoans-will-not-be-defined-racist-label/,0,na,na,na,na,na,na,na,na,na,na,na,opinion,na,
4443,8/30/2017,Grateful that I'm alive': Brooklyn man describes horrific hate crime that left his jaw broken,Raw Story,Cambridge,MA,http://www.rawstory.com/2017/08/grateful-that-im-alive-brooklyn-man-describes-horrific-hate-crime-that-left-his-jaw-broken/,1,1,26,8,17,1,1,6 to 8,0,LGBT,Brooklyn,New York,Assult,3,
4444,8/30/2017,Jews Help Rebuild Florida Mosque Burned In Hate Crime Attack,Forward,New York,NY,http://forward.com/fast-forward/381452/jews-help-rebuild-florida-mosque-burned-in-hate-crime-attack/,0,na,na,na,na,na,na,na,na,na,na,na,not hate,na,
4445,8/30/2017,111 Miles in Ten Days: Marchers Take Nonviolent Message From Charlottesville to DC,Rewire,,,https://rewire.news/article/2017/08/30/charlottesville-d-c-response-white-supremacist-hate-violence/,0,na,na,na,na,na,na,na,na,na,na,na,march,na,
4446,8/30/2017,The Twisted Theology of White Supremacy: 'We Light the Cross',HuffPost,New York,NY,http://www.huffingtonpost.com/entry/the-twisted-theology-of-white-supremacy-we-light_us_59a6eb2be4b05fa16286bed4,0,na,na,na,na,na,na,na,na,na,na,na,opinion,na,
4447,8/30/2017,ANOTHER VIEW: State needs hate crimes bill,pharostribune.com,Logansport,Indiana,http://www.pharostribune.com/opinion/editorials/article_b5728888-bb90-55fc-91b7-d454e7474455.html,0,na,na,na,na,na,na,na,na,na,na,na,opinion,na,
4448,8/30/2017,"Republican, Democrat senators working to keep effort for Indiana hate crime law alive",WTTV CBS4Indy,Indianapolis,IN,http://cbs4indy.com/2017/08/30/republican-democrat-senators-working-to-keep-effort-for-indiana-hate-crime-law-alive/,0,na,na,na,na,na,na,na,na,na,na,na,policy,na,
4449,8/30/2017,"Newswire : Ten ways to fight hate: Experts estimate more than 260,000 hate incidents per year",greenecodemocrat.com,Eutaw,AL,https://greenecodemocrat.com/2017/08/30/newswire-ten-ways-to-fight-hate-experts-estimate-more-than-260000-hate-incidents-per-year/,0,na,na,na,na,na,na,na,na,na,na,na,statistic,na,
4450,8/30/2017,"Huether signs mayors' compact to combat hate, extremism, bigotry",KSFY,Sioux Falls,SD,http://www.ksfy.com/content/news/Huether-signs-mayors-compact-to-combat-hate-extremism-bigotry-442268183.html,0,na,na,na,na,na,na,na,na,na,na,na,Pact signing,na,
4451,8/30/2017,LETTER: Sometimes non-violent action is best to fight hate,Finger Lakes Times,Geneva,NY,http://www.fltimes.com/opinion/letters_to_editor/letter-sometimes-non-violent-action-is-best-to-fight-hate/article_ccf25b37-01e1-5fa3-86c9-b1c4fa878b9d.html,0,na,na,na,na,na,na,na,na,na,na,na,opinion,na,
4452,8/30/2017,"City approves resolution to combat hate, extremism",shelby-news.com,Memphis,TN,http://shelby-news.com/2017/08/30/city-approves-resolution-combat-hate-extremism/,0,na,na,na,na,na,na,na,na,na,na,na,policy,na,
4453,8/30/2017,"Mayors Take Strong Pledge Against Extremism, Bigotry",Associations Now,Washington,DC,http://associationsnow.com/2017/08/mayors-take-strong-pledge-extremism-bigotry/,0,na,na,na,na,na,na,na,na,na,na,na,Pact signing,na,
4454,8/30/2017,Are controversial new Texas laws just more red meat?,Dallas News,Dallas,TX,https://www.dallasnews.com/opinion/commentary/2017/08/30/controversial-new-texas-laws-just-red-meat,0,na,na,na,na,na,na,na,na,na,na,na,policy,na,
4455,8/30/2017,The hate crime that dare not speak its name,WND.com,Washington,DC,http://www.wnd.com/2017/08/the-hate-crime-that-dare-not-speak-its-name/,0,na,na,na,na,na,na,na,na,na,na,na,not hate,na,
4456,8/30/2017,Volcano Vista High students responsible for racist image on social media,KRQE News 13,Albuquerque,NM,https://www.youtube.com/watch?v=pUfVCAowntc,1,1,29,8,17,0,na,2,0,Race,ALBUQUERQUE,New Mexico,Harassment,1,Snapchat post so probably not well thought out
4457,8/30/2017,CAUGHT ON CAMERA: Surveillance video shows suspect throwing rocks at Alameda Jewish temple,KRON4.com,San Francisco,CA,http://kron4.com/2017/08/30/caught-on-camera-surveillance-video-shows-suspect-throwing-rocks-at-alameda-jewish-temple/,1,0,17,8,17,0,na,1,0,Religion,Alamadia,California,Vandalism,2,
4458,8/30/2017,Brooklyn man charged for homophobic threatening of subway passenger with knife,New York Daily News,New York,NY,http://www.nydailynews.com/new-york/brooklyn/brooklyn-man-charged-homophobic-threats-knife-subway-article-1.3456557,1,0,9,8,17,0,na,1,0,LGBT,Brooklyn,New York,Harassment,2,
4459,8/30/2017,Man charged in homophobic threatening of Brooklyn A train passenger with knife,New York Daily News,New York,NY,http://www.nydailynews.com/new-york/brooklyn/man-charged-homophobic-threats-knife-train-article-1.3456557,1,0,9,8,17,0,na,1,0,LGBT,Brooklyn,New York,Harassment,2,
4460,8/30/2017,Shape your society,The Oak Park Talon,Oak Park,CA,https://oakparktalon.org/4666/opinion/shape-your-society/,0,na,na,na,na,na,na,na,na,na,na,na,policy,na,
4461,8/31/2017,Mashpee Selectmen Denounce Hate Crime,CapeCod.com News,Hyannis,MA,https://www.capecod.com/newscenter/mashpee-selectmen-denounce-hate-crime/,0,na,na,na,na,na,na,na,na,na,na,na,opinion,na,
4462,8/31/2017,DC Anti-Violence Project helps LGBTQ hate crime victims,Metro Weekly,,,http://www.metroweekly.com/2017/08/dc-anti-violence-project-helps-lgbtq-hate-crime-victims/,0,na,na,na,na,na,na,na,na,na,na,na,policy,na,
4463,8/31/2017,Nazi-Related Vandalism Found in Escondido Falls,Malibu Times,Malibu,CA,http://www.malibutimes.com/news/article_9fca6e88-8daf-11e7-b7c5-8bd385fbdbca.html,1,0,na,8,17,0,na,1,0,Race/Religion,Malabu,California,Vandalism,2,
4464,8/31/2017,White Men In Kansas City Have Been Shot Dead By Possibly Racially Motivated Serial Killer,The Daily Caller,Washington,DC,http://dailycaller.com/2017/08/31/white-men-in-kansas-city-have-been-shot-dead-by-possibly-racially-motivated-serial-killer/,0,na,na,na,na,na,na,na,na,na,na,na,not hate,na,
4465,8/31/2017,San Francisco's American Jewish Committee and Trump,Algemeiner,Brooklyn,NY,https://www.algemeiner.com/2017/08/31/san-franciscos-american-jewish-committee-and-trump/,0,na,na,na,na,na,na,na,na,na,na,na,speech,na,
4466,8/31/2017,Man Charged With Hate Crimes For Shouting Homophobic Slurs And Pulling Knife On Subway Rider,BKLYNER,,,http://bklyner.com/man-charged-hate-crimes-shouting-homophobic-slurs-pulling-knife-subway-rider/,1,0,9,8,17,0,na,1,0,LGBT,Brooklyn,New York,Harassment,2,
4467,8/31/2017,Hate Crimes on the Rise in Los Angeles,Lasentinel,Crenshaw Blvd,"Los Angeles, California",https://lasentinel.net/hate-crimes-on-the-rise-in-los-angeles.html,0,na,na,na,na,na,na,na,na,na,na,na,Statistic,na,
4468,8/31/2017,Jewish groups aid mosques concerned about security,Intermountain Jewish News,Denver,CO,https://www.ijn.com/mosques-concerned-security/,0,na,na,na,na,na,na,na,na,na,na,na,opinion,na,
4469,8/31/2017,Ripped from the Headlines,gaycitynews.nyc,Newark,NJ,http://gaycitynews.nyc/ripped-headlines/,1,0,13,10,17,1,1,4,1,LGBT,Brooklyn,New York,Murder,4,
4470,8/31/2017,Racist Snapchat Picture Shows Black Student Surrounded By KKK Hoods,International Business Times,New York,NY,http://www.ibtimes.com/racist-snapchat-picture-shows-black-student-surrounded-kkk-hoods-2584941,1,1,29,8,17,0,na,2,0,Race,ALBUQUERQUE,New Mexico,Harassment,1,
4471,8/31/2017,Prosecutors to seek life without parole for S. Park man accused of UM stabbing,Baltimore Sun,Baltimore,MD,http://www.baltimoresun.com/ac-cn-prosecutors-urbasnki-0901-story.html,1,0,20,5,17,1,1,1,1,Race,College Park,Maryland,Murder,4,
4472,8/31/2017,Fanta Aw named vice president of campus life,The Eagle,Washington,DC,http://www.theeagleonline.com/article/2017/08/fanta-aw-named-vice-president-of-campus-life,0,na,na,na,na,na,na,na,na,na,na,na,speech,na,
4473,8/31/2017,"FEEDBACK: Nothing responsive done on hate crimes, gun safety",Statehouse Report,Charleston,South Carolina,http://www.statehousereport.com/2017/08/31/feedback-nothing-responsive-done-on-hate-crimes-gun-safety/,0,na,na,na,na,na,na,na,na,na,na,na,policy,na,
4474,8/31/2017,Racism has been around longer than our current president,The All State,Clarksville,Tennessee,http://www.theallstate.org/racism-has-been-around-longer-than-our-current-president/,0,na,na,na,na,na,na,na,na,na,na,na,story,na,
4475,8/31/2017,Mayor Venezia Adds his Name to the Anti-Defamation League's Mayors' Compact,TAPinto.net,New Providence,New Jersey,https://www.tapinto.net/articles/mayor-venezia-adds-his-name-to-the-anti-defamatio,0,na,na,na,na,na,na,na,na,na,na,na,Pact signing,na,
4476,8/31/2017,Two high schoolers edited a photo to show black classmates surrounded by KKK hoods,Tri-City Herald,Kennewick,WA,http://www.tri-cityherald.com/news/nation-world/national/article170535187.html,1,1,29,8,17,0,na,2,0,Race,ALBUQUERQUE,New Mexico,Harassment,1,
4477,8/31/2017,Mom fears for daughters after school photo is edited to show girls surrounded by KKK,Miami Herald,Miami,FL,http://www.miamiherald.com/news/nation-world/national/article170535187.html,1,1,29,8,17,0,na,2,0,Race,ALBUQUERQUE,New Mexico,Harassment,1,
4478,8/31/2017,Sioux Falls Mayor Signs Compact to Combat Hate,hot1047.com,Sioux Falls,SD,http://hot1047.com/sioux-falls-mayor-signs-compact-to-combat-hate/,0,na,na,na,na,na,na,na,na,na,na,na,Pact signing,na,
4479,8/31/2017,Man's jaw broken in possible anti-gay hate crime in Brooklyn,Metro Weekly,,,http://www.metroweekly.com/2017/08/mans-jaw-broken-anti-gay-hate-crime-brooklyn/,1,1,26,8,17,1,1,1,0,LGBT,New York City ,New York,assault,3,
4479.1,,,,,,,1,0,20,5,17,1,1,1,0,LGBT,New York City ,New York,assault,3,
,,,,,,,1,0,13,6,17,1,2,6,0,LGBT,New York City ,New York,assault,3,
4480,8/31/2017,"Bus Driver Totally Calm as 5th Grader Headbutts Him, Winds Up for Punch (WATCH)",LawNewz,,,https://lawnewz.com/video/bus-driver-totally-calm-as-5th-grader-headbutts-him-winds-up-for-punch-watch/,0,na,na,na,na,na,na,na,na,na,na,na,not hate,na,
4481,8/31/2017,Rally to denounce hate groups and hate crimes called,Fort Myers Beach Observer,Fort Myers Beach,Florida,http://www.fort-myers-beach-observer.com/page/content.detail/id/632012/Rally-to-denounce-hate-groups-and-hate-crimes-called.html?nav=5064,0,na,na,na,na,na,na,na,na,na,na,na,rally,na,
4482,8/31/2017,"Congressman Anthony Brown Leads Discussion On Race, Hate At Maryland College",CBS Baltimore / WJZ,,,http://baltimore.cbslocal.com/2017/08/31/university-of-maryland-college-park-hate-crime-race-richard-collins-anthony-brown-bowie-state/,0,na,na,na,na,na,na,na,na,na,na,na,policy,na,
4483,8/31/2017,"School kids photoshop KKK hoods, surround black classmate in disturbing photo",San Diego Gay & Lesbian News,San Diego,CA,http://sdgln.com/news/2017/08/31/school-kids-photoshop-kkk-hoods-surround-black-classmate-disturbing-photo,1,1,29,8,17,0,na,2,0,Race,ALBUQUERQUE,New Mexico,Harassment,1,
4484,9/1/2017,Racist Students Harass Black Classmate With Disturbing Snapchat Photo,Carbonated.tv,San Ramon,CA,http://www.carbonated.tv/news/racism-bullying-kkk-black-girls-harassed-snapchat-high-school,1,1,29,8,17,0,na,2,0,Race,ALBUQUERQUE,New Mexico,Harassment,1,
4485,9/1/2017,Bill would crack down on leaving children in cars,SaintPetersBlog,Saint Petersburg,Florida,http://saintpetersblog.com/bill-crack-leaving-children-cars/,0,na,na,na,na,na,na,na,na,na,na,na,policy,na,
4486,9/1/2017,Shock over acid attack threat to Muslim women wearing the veil,DeathRattleSports.com,Orlando,Florida,http://deathrattlesports.com/shock-over-acid-attack-threat-to-muslim-women-wearing-the-veil/26396,0,na,na,na,na,na,na,na,na,na,na,na,international,na,
