Date,Title,Organization,City,State,URL,Keyword,Summary
5/3/2018 0:00,15-20 years for targeting gay men on Grindr and assaulting them!,Instinct Magazine,Los Angeles,CA,http://instinctmagazine.com/post/15-20-years-targeting-gay-men-grindr-and-assaulting-them,ajiduah aubrey cameron chancler crimes encalade frisco garrett gay grindr hate justice men sentenced shelton victims,We've been following this story for over a year and it seems that the criminals behind these horrible hate crimes will be behind bars for a very long time. Earlier this year we reported that Nigel Garrett and Chancler Encalade pleaded guilty to posing as
5/3/2018 0:00,"Hate crime, threatened shooting result in charges",Plattsburgh Press Republican,Plattsburgh,NY,http://www.pressrepublican.com/news/local_news/hate-crime-threatened-shooting-result-in-charges/article_757e01c3-eeaf-5165-bdd5-7b2541be20ee.html,agoney beekmantown fleishman mannix plattsburgh polak police school shooting state students threats two willsboro agoney beekmantown fleishman mannix plattsburgh polak police school shooting state students threats two willsboro,"PLATTSBURGH — Two teenagers face felony charges associated with threats on social media.     Police said Tyler R. Agoney, 16, of Plattsburgh committed a hate crime when, on Facebook, he threatened to shoot a Beekmantown Central School District employee."
5/3/2018 0:00,Woman charged with hate crime for burglarizing home of blind man,WPIX 11 New York,New York City,New York,http://pix11.com/2018/05/02/woman-charged-with-hate-crime-for-burglarizing-home-of-blind-man/,avon blind burglarizing fedyk hate island natalya place staten stole tompkinsville woman,"STATEN ISLAND, NY – A Tompkinsville woman is facing multiple charges after police say she unlawfully entered a home and stole property from a visually-impaired man on Staten Island.      Police say Natalya Fedyk, 35, entered a home through an unlocked door"
5/3/2018 0:00,Man who threatened Boystown shooting captured,Windy City Times,Chicago,IL,http://www.windycitymediagroup.com/lgbt/Man-who-threatened-Boystown-shooting-captured/62786.html,apartment boystown charges chicago cook cwb cwbchicago jail man matt mistakenly nightclub shooting simonette sleeper uptown windycitymediagroup apartment boystown charges chicago cook cwb cwbchicago jail man matt mistakenly nightclub shooting simonette sleeper uptown windycitymediagroup apartment boystown charges chicago cook cwb cwbchicago jail man matt mistakenly nightclub shooting simonette sleeper uptown windycitymediagroup apartment boystown charges chicago cook cwb cwbchicago jail man matt mistakenly nightclub shooting simonette sleeper uptown windycitymediagroup apartment boystown charges chicago cook cwb cwbchicago jail man matt mistakenly nightclub shooting simonette sleeper uptown windycitymediagroup apartment boystown charges chicago cook cwb cwbchicago jail man matt mistakenly nightclub shooting simonette sleeper uptown windycitymediagroup apartment boystown charges chicago cook cwb cwbchicago jail man matt mistakenly nightclub shooting simonette sleeper uptown windycitymediagroup apartment boystown charges chicago cook cwb cwbchicago jail man matt mistakenly nightclub shooting simonette sleeper uptown windycitymediagroup apartment boystown charges chicago cook cwb cwbchicago jail man matt mistakenly nightclub shooting simonette sleeper uptown windycitymediagroup apartment boystown charges chicago cook cwb cwbchicago jail man matt mistakenly nightclub shooting simonette sleeper uptown windycitymediagroup apartment boystown charges chicago cook cwb cwbchicago jail man matt mistakenly nightclub shooting simonette sleeper uptown windycitymediagroup apartment boystown charges chicago cook cwb cwbchicago jail man matt mistakenly nightclub shooting simonette sleeper uptown windycitymediagroup apartment boystown charges chicago cook cwb cwbchicago jail man matt mistakenly nightclub shooting simonette sleeper uptown windycitymediagroup apartment boystown charges chicago cook cwb cwbchicago jail man matt mistakenly nightclub shooting simonette sleeper uptown windycitymediagroup apartment boystown charges chicago cook cwb cwbchicago jail man matt mistakenly nightclub shooting simonette sleeper uptown windycitymediagroup apartment boystown charges chicago cook cwb cwbchicago jail man matt mistakenly nightclub shooting simonette sleeper uptown windycitymediagroup apartment boystown charges chicago cook cwb cwbchicago jail man matt mistakenly nightclub shooting simonette sleeper uptown windycitymediagroup apartment boystown charges chicago cook cwb cwbchicago jail man matt mistakenly nightclub shooting simonette sleeper uptown windycitymediagroup apartment boystown charges chicago cook cwb cwbchicago jail man matt mistakenly nightclub shooting simonette sleeper uptown windycitymediagroup apartment boystown charges chicago cook cwb cwbchicago jail man matt mistakenly nightclub shooting simonette sleeper uptown windycitymediagroup apartment boystown charges chicago cook cwb cwbchicago jail man matt mistakenly nightclub shooting simonette sleeper uptown windycitymediagroup apartment boystown charges chicago cook cwb cwbchicago jail man matt mistakenly nightclub shooting simonette sleeper uptown windycitymediagroup apartment boystown charges chicago cook cwb cwbchicago jail man matt mistakenly nightclub shooting simonette sleeper uptown windycitymediagroup apartment boystown charges chicago cook cwb cwbchicago jail man matt mistakenly nightclub shooting simonette sleeper uptown windycitymediagroup apartment boystown charges chicago cook cwb cwbchicago jail man matt mistakenly nightclub shooting simonette sleeper uptown windycitymediagroup apartment boystown charges chicago cook cwb cwbchicago jail man matt mistakenly nightclub shooting simonette sleeper uptown windycitymediagroup apartment boystown charges chicago cook cwb cwbchicago jail man matt mistakenly nightclub shooting simonette sleeper uptown windycitymediagroup apartment boystown charges chicago cook cwb cwbchicago jail man matt mistakenly nightclub shooting simonette sleeper uptown windycitymediagroup apartment boystown charges chicago cook cwb cwbchicago jail man matt mistakenly nightclub shooting simonette sleeper uptown windycitymediagroup apartment boystown charges chicago cook cwb cwbchicago jail man matt mistakenly nightclub shooting simonette sleeper uptown windycitymediagroup apartment boystown charges chicago cook cwb cwbchicago jail man matt mistakenly nightclub shooting simonette sleeper uptown windycitymediagroup apartment boystown charges chicago cook cwb cwbchicago jail man matt mistakenly nightclub shooting simonette sleeper uptown windycitymediagroup apartment boystown charges chicago cook cwb cwbchicago jail man matt mistakenly nightclub shooting simonette sleeper uptown windycitymediagroup,"by Matt Simonette       2018-05-03      Shane Sleeper, who was mistakenly released by authorities even after a litany of charges, including terrorism and hate crime charges, were issued by Cook County prosecutors earlier this week, was apprehended the afternoon of"
5/3/2018 0:00,Commentary: College athletes are not a marginalized group,The Ithacan,Ithaca,NY,https://theithacan.org/opinion/commentary-college-athletes-are-not-a-marginalized-group/,athletes blue campus college column crew crimes hate iii ithaca ithacan law marginalized penal twitter athletes blue campus college column crew crimes hate iii ithaca ithacan law marginalized penal twitter athletes blue campus college column crew crimes hate iii ithaca ithacan law marginalized penal twitter,"On April 25, The Ithacan published a column titled, “Blue Crew struggles to make impact in attendance.” Blue Crew is an organization on campus whose goal is to increase attendance at sports events and bring the community closer together, which I"
5/3/2018 0:00,80-Year-Old Man Arrested on Hate Crime Charges After Unleashing Racist Tirade Over Parking Spot in Santa Monica,KTLA,Los Angeles,CA,http://ktla.com/2018/05/02/80-year-old-man-arrested-on-hate-crime-charges-after-unleashing-racist-tirade-over-parking-spot-in-santa-monica/,null,null
5/3/2018 0:00,Hate crime suspect mistakenly released from Cook County Jail caught,WLS-TV,Chicago,IL,http://abc7chicago.com/hate-crime-suspect-mistakenly-released-from-cook-county-jail-caught/3421919/,attorney bail chicago clerk computer cook court jail office paperwork shane sheriff shoed sleeper state attorney bail chicago clerk computer cook court jail office paperwork shane sheriff shoed sleeper state attorney bail chicago clerk computer cook court jail office paperwork shane sheriff shoed sleeper state attorney bail chicago clerk computer cook court jail office paperwork shane sheriff shoed sleeper state attorney bail chicago clerk computer cook court jail office paperwork shane sheriff shoed sleeper state attorney bail chicago clerk computer cook court jail office paperwork shane sheriff shoed sleeper state,"A mix-up at the Cook County Jail led to the mistaken release of a man charged with threatening violence at gay bars in Chicago. The inmate was apprehended, a sheriff's spokesman said Thursday. Authorities were searching for 31-year-old Shane Sleeper, who"
5/3/2018 0:00,Female Muslim student at MCC-Penn Valley reports possible hate crime,KMBZ,,,http://www.kmbz.com/articles/female-muslim-student-mcc-penn-valley-reports-possible-hate-crime,agents bureau campus city college community fbi federal hate investigation mcc muslim pennsylvania stairwell valley woman,"Kansas City, MO - The Federal Bureau of Investigation is investigating a possible hate crime on the campus of the Metropolitan Community College - Penn Valley.       A Muslim woman told FBI agents she was assaulted in a stairwell on April 3.     The woman says she"
5/3/2018 0:00,Man Cited After Video Shows Racist Tirade Over Parking Spot in Santa Monica; Case Investigated as Possible Hate Crime,KTLA,Los Angeles,CA,http://ktla.com/2018/05/02/80-year-old-man-arrested-after-video-shows-racist-tirade-over-parking-spot-in-santa-monica/,adams broad college conde hate ktla monica parking police santa shinerock slurs stage video adams broad college conde hate ktla monica parking police santa shinerock slurs stage video adams broad college conde hate ktla monica parking police santa shinerock slurs stage video,"An 80-year-old man allegedly battered and unloaded a rant laden with racial slurs on a black woman in a college parking lot in Santa Monica this week, prompting a hate crime investigation.  The incident began as a physical altercation outside The Broad"
5/3/2018 0:00,Caught On Video: Racist Tirade Erupts After Spat Over Parking Spot,CBS Denver,New York,New York,https://www.youtube.com/watch?v=eMAc2UyahTY,cristy erupts fajardo hate monica racist santa spat tirade video,"An 80-year-old man was cited in the incident, and the case could be turned over to the Santa Monica city attorney for possible hate crime charges. Cristy Fajardo reports."
5/3/2018 0:00,Muslim Student Reportedly Attacked at Kansas College on 'Punish a Muslim Day',Splinter,,,https://splinternews.com/muslim-student-reportedly-attacked-at-kansas-college-on-1825749305,assault attack city college community fbi hate islamophobic kansas metro muslim punish remark star students assault attack city college community fbi hate islamophobic kansas metro muslim punish remark star students assault attack city college community fbi hate islamophobic kansas metro muslim punish remark star students,"The FBI is investigating a brutal attack committed against a Muslim student on the campus of Kansas City's Metropolitan Community College as a “possible hate crime.”     According to the Kansas City Star, the assault occurred around 3 pm on April 3, but"
5/3/2018 0:00,Fight over Santa Monica parking spot turns into what campus police call a hate crime,Los Angeles Times,Los Angeles,CA,http://www.latimes.com/local/lanow/la-me-ln-santa-monica-parking-lot-fight-20180503-story.html,adams africa altercation american campus college facebook hate monica parking performing police santa shinerock slurs video woman adams africa altercation american campus college facebook hate monica parking performing police santa shinerock slurs video woman adams africa altercation american campus college facebook hate monica parking performing police santa shinerock slurs video woman adams africa altercation american campus college facebook hate monica parking performing police santa shinerock slurs video woman adams africa altercation american campus college facebook hate monica parking performing police santa shinerock slurs video woman adams africa altercation american campus college facebook hate monica parking performing police santa shinerock slurs video woman adams africa altercation american campus college facebook hate monica parking performing police santa shinerock slurs video woman adams africa altercation american campus college facebook hate monica parking performing police santa shinerock slurs video woman adams africa altercation american campus college facebook hate monica parking performing police santa shinerock slurs video woman adams africa altercation american campus college facebook hate monica parking performing police santa shinerock slurs video woman adams africa altercation american campus college facebook hate monica parking performing police santa shinerock slurs video woman adams africa altercation american campus college facebook hate monica parking performing police santa shinerock slurs video woman adams africa altercation american campus college facebook hate monica parking performing police santa shinerock slurs video woman adams africa altercation american campus college facebook hate monica parking performing police santa shinerock slurs video woman adams africa altercation american campus college facebook hate monica parking performing police santa shinerock slurs video woman adams africa altercation american campus college facebook hate monica parking performing police santa shinerock slurs video woman adams africa altercation american campus college facebook hate monica parking performing police santa shinerock slurs video woman adams africa altercation american campus college facebook hate monica parking performing police santa shinerock slurs video woman adams africa altercation american campus college facebook hate monica parking performing police santa shinerock slurs video woman adams africa altercation american campus college facebook hate monica parking performing police santa shinerock slurs video woman adams africa altercation american campus college facebook hate monica parking performing police santa shinerock slurs video woman adams africa altercation american campus college facebook hate monica parking performing police santa shinerock slurs video woman adams africa altercation american campus college facebook hate monica parking performing police santa shinerock slurs video woman adams africa altercation american campus college facebook hate monica parking performing police santa shinerock slurs video woman adams africa altercation american campus college facebook hate monica parking performing police santa shinerock slurs video woman adams africa altercation american campus college facebook hate monica parking performing police santa shinerock slurs video woman adams africa altercation american campus college facebook hate monica parking performing police santa shinerock slurs video woman adams africa altercation american campus college facebook hate monica parking performing police santa shinerock slurs video woman adams africa altercation american campus college facebook hate monica parking performing police santa shinerock slurs video woman adams africa altercation american campus college facebook hate monica parking performing police santa shinerock slurs video woman adams africa altercation american campus college facebook hate monica parking performing police santa shinerock slurs video woman adams africa altercation american campus college facebook hate monica parking performing police santa shinerock slurs video woman adams africa altercation american campus college facebook hate monica parking performing police santa shinerock slurs video woman adams africa altercation american campus college facebook hate monica parking performing police santa shinerock slurs video woman adams africa altercation american campus college facebook hate monica parking performing police santa shinerock slurs video woman adams africa altercation american campus college facebook hate monica parking performing police santa shinerock slurs video woman adams africa altercation american campus college facebook hate monica parking performing police santa shinerock slurs video woman adams africa altercation american campus college facebook hate monica parking performing police santa shinerock slurs video woman adams africa altercation american campus college facebook hate monica parking performing police santa shinerock slurs video woman adams africa altercation american campus college facebook hate monica parking performing police santa shinerock slurs video woman adams africa altercation american campus college facebook hate monica parking performing police santa shinerock slurs video woman adams africa altercation american campus college facebook hate monica parking performing police santa shinerock slurs video woman adams africa altercation american campus college facebook hate monica parking performing police santa shinerock slurs video woman adams africa altercation american campus college facebook hate monica parking performing police santa shinerock slurs video woman adams africa altercation american campus college facebook hate monica parking performing police santa shinerock slurs video woman adams africa altercation american campus college facebook hate monica parking performing police santa shinerock slurs video woman adams africa altercation american campus college facebook hate monica parking performing police santa shinerock slurs video woman adams africa altercation american campus college facebook hate monica parking performing police santa shinerock slurs video woman adams africa altercation american campus college facebook hate monica parking performing police santa shinerock slurs video woman,"A fight over a parking space escalated Tuesday into an exchange of racial slurs and a physical altercation in what officials at Santa Monica College describe as a hate crime.      The dispute, which was captured on video by a college student, took place about"
5/3/2018 0:00,Man accused of threatening gay clubs accidentally released from Cook County Jail,Bloomington Pantagraph,Bloomington,IL,http://www.pantagraph.com/herald-review/news/state-and-regional/crime-and-courts/man-accused-of-threatening-gay-clubs-accidentally-released-from-cook/article_a4a02fe7-6e1a-5785-a2b9-9ae397b2a857.html,cara charges chicago cook felony foley gay jail lakeview misdemeanor office orlando shane sheriff sleeper smith cara charges chicago cook felony foley gay jail lakeview misdemeanor office orlando shane sheriff sleeper smith,"CHICAGO — A man charged with threatening violence at gay bars in Chicago's Lakeview neighborhood was accidentally released from Cook County Jail this week and remains at large, officials said.    Officials say an apparent communication breakdown between"
5/3/2018 0:00,Santa Monica parking lot spat escalates into racial rant,KTRK-TV,Houston,TX,http://abc13.com/parking-lot-spat-escalates-into-racial-rant/3423797/,africa allan american campus college confrontation hate monica parking performing police racial santa shinerock slurs south video africa allan american campus college confrontation hate monica parking performing police racial santa shinerock slurs south video,"A parking lot dispute in Santa Monica escalated into racial slurs and a physical confrontation that was captured on video.   With the repeated use of slurs, the parking lot rage was being classified as a hate crime by officials at Santa Monica College and a"
5/3/2018 0:00,"Hate crime, terrorism suspect accidentally released from jail apprehended",Chicago Sun-Times - Breaking News,Chicago,IL,https://chicago.suntimes.com/news/hate-crime-terrorism-suspect-accidentally-released-from-jail-apprehended/,charges chicago cook gay hate jail lincoln manager north orlando park side sidetrack sleeper terror threatened,"A 31-year-old Lincoln Park man who allegedly threatened to kill the manager and patrons of several North Side gay bars was mistakenly released from Cook County Jail before being taken into custody Thursday afternoon.       Shane Sleeper, who spent two days on"
5/3/2018 0:00,"Hate Crime Charges Considered Against Man, 80, For Racial Slurs In Parking Lot Fight",CBS Los Angeles,,,https://losangeles.cbslocal.com/2018/05/03/racial-hate-crime-parking-lot-fight/,california cbsla college conde expletives los_angeles monica police racial santa shinerock slurs southern california cbsla college conde expletives los_angeles monica police racial santa shinerock slurs southern california cbsla college conde expletives los_angeles monica police racial santa shinerock slurs southern california cbsla college conde expletives los_angeles monica police racial santa shinerock slurs southern california cbsla college conde expletives los_angeles monica police racial santa shinerock slurs southern,"LOS ANGELES (CBSLA/AP) — Police in Southern California are investigating a parking lot fight as a hate crime after video on social media showed a white man hurling racial slurs at a black woman.      Enrique Conde of Los Angeles posted the video on Twitter,"
5/4/2018 0:00,Kansas man gets life in prison for killing of immigrant,Seymour Tribune,Seymour,Indiana,http://www.tribtown.com/2018/05/04/us-bar-shooting-kansas/,austin bar city donald dumala garmin immigrants india kansas kuchibhotla madasani olathe plea purinton shooting,"OLATHE, Kan. — A Kansas man who opened fire last year in a suburban Kansas City bar, killing an immigrant from India in what federal prosecutors have called a hate crime, was sentenced Friday to life in prison.      Adam Purinton, 52, was sentenced for"
5/4/2018 0:00,"Ugly Racial Incident Caught On Tape, 80-Year-Old Faces Hate Crime",CBS Denver,New York,New York,https://www.youtube.com/watch?v=K8pBQGvR0gk,amy crime frederic hate johnson monica racial santa shinerock tape ugly,"Frederic Shinerock, 80, is facing a hate crime charge after repeatedly calling a black woman the N word in a Santa Monica parking lot. Amy Johnson reports."
5/4/2018 0:00,Man sentenced to life in prison in shooting at Kansas bar,Four States Homepage,,,http://www.fourstateshomepage.com/news/national/man-sentenced-to-life-in-prison-in-shooting-at-kansas-bar/1160087086,alok bar grillot hate ian india kansas kuchibhotla madasani olathe purinton sentenced srinivas wounded,"OLATHE, Kan. (AP) - A Kansas man who fatally shot an Indian national and wounded two other men in an apparent hate crime has been sentenced to life in prison.        Adam Purinton was sentenced Friday for premeditated first-degree murder in the February 2017"
5/4/2018 0:00,Man sentenced to life in prison for Kansas bar shooting,fox2now.com,St. Louis,MO,http://fox2now.com/2018/05/04/man-sentenced-to-life-in-prison-in-shooting-at-kansas-bar-2/,alok bar grillot hate ian india kansas kuchibhotla madasani olathe purinton sentenced srinivas wounded alok bar grillot hate ian india kansas kuchibhotla madasani olathe purinton sentenced srinivas wounded alok bar grillot hate ian india kansas kuchibhotla madasani olathe purinton sentenced srinivas wounded alok bar grillot hate ian india kansas kuchibhotla madasani olathe purinton sentenced srinivas wounded alok bar grillot hate ian india kansas kuchibhotla madasani olathe purinton sentenced srinivas wounded alok bar grillot hate ian india kansas kuchibhotla madasani olathe purinton sentenced srinivas wounded,"OLATHE, Kan. (AP) – A Kansas man who fatally shot an Indian national and wounded two other men in an apparent hate crime has been sentenced to life in prison.       Adam Purinton was sentenced Friday for premeditated first-degree murder in the February 2017"
5/4/2018 0:00,Black church in Clinton defaced with white supremacist symbols & death threats,WQAD.com,Moline,IL,http://wqad.com/2018/05/04/black-church-in-clinton-defaced-with-white-supremacist-symbols-death-threats/,ame bethel church clinton david defaced die drake heil hitler rev shorthand supremacist symbols ame bethel church clinton david defaced die drake heil hitler rev shorthand supremacist symbols ame bethel church clinton david defaced die drake heil hitler rev shorthand supremacist symbols,"CLINTON, Iowa — On the morning of April 27, Rev. Jerry Drake pulled into the back of Bethel AME Church in Clinton to find the door of his church bus pried open. Walking down the aisle of the bus, he found every single seat defaced in permanent marker"
5/4/2018 0:00,FBI investigating possible hate crime against Muslim college student,WXYZ,Detroit,MI,https://www.wxyz.com/news/national/fbi-investigating-possible-hate-crime-against-muslim-college-student,816 building city college community fbi hate hotline incident kansas metro muslim students woman,"KANSAS CITY, Mo. – A man allegedly verbally and physically assaulted a Muslim student at Metropolitan Community College in Kansas City in an incident the FBI is describing as a potential hate crime.       The student was walking in a stairwell in the"
5/4/2018 0:00,White Family Charged in Deaths of 2 Black Men Found Chained to Cinderblocks,Complex,New York,NY,http://www.complex.com/life/2018/05/white-family-charged-deaths-two-black-men-chained-cinderblocks,barker boettler chained charges cinderblocks city crystal dismembered garcia gun jarron johnny kevin moreland smith van barker boettler chained charges cinderblocks city crystal dismembered garcia gun jarron johnny kevin moreland smith van barker boettler chained charges cinderblocks city crystal dismembered garcia gun jarron johnny kevin moreland smith van barker boettler chained charges cinderblocks city crystal dismembered garcia gun jarron johnny kevin moreland smith van barker boettler chained charges cinderblocks city crystal dismembered garcia gun jarron johnny kevin moreland smith van barker boettler chained charges cinderblocks city crystal dismembered garcia gun jarron johnny kevin moreland smith van barker boettler chained charges cinderblocks city crystal dismembered garcia gun jarron johnny kevin moreland smith van barker boettler chained charges cinderblocks city crystal dismembered garcia gun jarron johnny kevin moreland smith van,"Brett Boettler, 16, is facing first and second-degree murder charges in the deaths of two black men whose dismembered bodies were found chained to cinderblocks, while his family all face accessory charges in a reported ""gun sale gone bad,"" The Associated"
5/4/2018 0:00,Hate crime defendant back to jail for suspected Facebook use,Chicago Daily Herald,Chicago,IL,http://www.dailyherald.com/news/20180504/hate-crime-defendant-back-to-jail-for-suspected-facebook-use,brittany chicago cooper covington crystal defendants facebook hate hill jail jordan lake livestreaming tanishia tesfaye brittany chicago cooper covington crystal defendants facebook hate hill jail jordan lake livestreaming tanishia tesfaye brittany chicago cooper covington crystal defendants facebook hate hill jail jordan lake livestreaming tanishia tesfaye brittany chicago cooper covington crystal defendants facebook hate hill jail jordan lake livestreaming tanishia tesfaye,"Using Facebook has again gotten a Chicago woman thrown in jail. Brittany Covington, 19, was sentenced to probation and released from jail six months ago after pleading guilty to hate crime charges as one of four defendants accused of assaulting a Crystal"
5/4/2018 0:00,"2 black men found dismembered and chained in Oklahoma pond not victims of hate crime, prosecutor says",1010wcsi.com,Columbus,IN,https://1010wcsi.com/fox-news/2-black-men-found-dismembered-and-chained-in-oklahoma-pond-not-victims-of-hate-crime-prosecutor-says/,null,null
5/4/2018 0:00,Kansas man sentenced to 50 years in alleged hate crime killing,NBCNews.com,,,https://www.nbcnews.com/news/asian-america/kansas-man-sentenced-50-years-alleged-hate-crime-killing-n871536,attorney charges court district dumala hate husband johnson kansas kuchibhotla murder office purinton shooting srinu state attorney charges court district dumala hate husband johnson kansas kuchibhotla murder office purinton shooting srinu state attorney charges court district dumala hate husband johnson kansas kuchibhotla murder office purinton shooting srinu state attorney charges court district dumala hate husband johnson kansas kuchibhotla murder office purinton shooting srinu state attorney charges court district dumala hate husband johnson kansas kuchibhotla murder office purinton shooting srinu state attorney charges court district dumala hate husband johnson kansas kuchibhotla murder office purinton shooting srinu state attorney charges court district dumala hate husband johnson kansas kuchibhotla murder office purinton shooting srinu state attorney charges court district dumala hate husband johnson kansas kuchibhotla murder office purinton shooting srinu state attorney charges court district dumala hate husband johnson kansas kuchibhotla murder office purinton shooting srinu state attorney charges court district dumala hate husband johnson kansas kuchibhotla murder office purinton shooting srinu state attorney charges court district dumala hate husband johnson kansas kuchibhotla murder office purinton shooting srinu state attorney charges court district dumala hate husband johnson kansas kuchibhotla murder office purinton shooting srinu state attorney charges court district dumala hate husband johnson kansas kuchibhotla murder office purinton shooting srinu state attorney charges court district dumala hate husband johnson kansas kuchibhotla murder office purinton shooting srinu state attorney charges court district dumala hate husband johnson kansas kuchibhotla murder office purinton shooting srinu state attorney charges court district dumala hate husband johnson kansas kuchibhotla murder office purinton shooting srinu state attorney charges court district dumala hate husband johnson kansas kuchibhotla murder office purinton shooting srinu state attorney charges court district dumala hate husband johnson kansas kuchibhotla murder office purinton shooting srinu state attorney charges court district dumala hate husband johnson kansas kuchibhotla murder office purinton shooting srinu state attorney charges court district dumala hate husband johnson kansas kuchibhotla murder office purinton shooting srinu state attorney charges court district dumala hate husband johnson kansas kuchibhotla murder office purinton shooting srinu state attorney charges court district dumala hate husband johnson kansas kuchibhotla murder office purinton shooting srinu state attorney charges court district dumala hate husband johnson kansas kuchibhotla murder office purinton shooting srinu state attorney charges court district dumala hate husband johnson kansas kuchibhotla murder office purinton shooting srinu state,A 52-year-old man will likely spend the rest of his life in prison for fatally shooting a bar patron in Kansas and wounding two others after allegedly using racial slurs in a case that has also resulted in federal hate crime charges  Johnson County
5/4/2018 0:00,Riverfront Playhouse play brings back memories of Happy Valley hate crime,Redding Record Searchlight,Redding,CA,https://www.redding.com/story/opinion/2018/05/04/riverfront-playhouse-laramie-project-brings-back-memories-happy-valley-hate-crime/579351002/,backstory brother gay happy laramie matson matthew mowder playhouse project riverfront shasta shepard town valley backstory brother gay happy laramie matson matthew mowder playhouse project riverfront shasta shepard town valley backstory brother gay happy laramie matson matthew mowder playhouse project riverfront shasta shepard town valley,It's unlikely that “The Laramie Project” would be seen as a 21st Century version of “Our Town” anywhere else but Shasta County.        But that's how the new production about the aftermath of the brutal murder of a gay college student in a small town
5/4/2018 0:00,Police open investigation,Clinton Herald,Clinton,IA,http://www.clintonherald.com/news/local_news/police-open-investigation/article_b7579371-6652-5f7b-b607-8e3ab0ca7cba.html,ame bus church clinton crime david die drake four hate jerry lightly mischief police referencing south supremacy ame bus church clinton crime david die drake four hate jerry lightly mischief police referencing south supremacy ame bus church clinton crime david die drake four hate jerry lightly mischief police referencing south supremacy ame bus church clinton crime david die drake four hate jerry lightly mischief police referencing south supremacy,"CLINTON — The Clinton Police Department has launched an investigation into criminal mischief resulting in a hate crime.   Bethel AME Church, 238 Fourth Avenue South, in Clinton reported vandalism to a school bus on the property on April 27. The alleged"
5/4/2018 0:00,80-Year-Old White Man Investigated For Hate Crime After Calling Black Woman The N-Word In Parking Lot,HelloBeautiful,,,https://hellobeautiful.com/2998073/80-year-old-white-man-investigated-for-hate-crime-after-calling-black-woman-n-word-in-parking-lot/,allan black campus college conde fredric hate kabc monica parking performing santa shinerock space woman word allan black campus college conde fredric hate kabc monica parking performing santa shinerock space woman word allan black campus college conde fredric hate kabc monica parking performing santa shinerock space woman word allan black campus college conde fredric hate kabc monica parking performing santa shinerock space woman word allan black campus college conde fredric hate kabc monica parking performing santa shinerock space woman word allan black campus college conde fredric hate kabc monica parking performing santa shinerock space woman word,"A startling encounter in a Santa Monica parking lot turned into a hate crime investigation after an 80-year-old white man and an unidentified Black woman scuffled over a parking lot space on Tuesday evening.   Enrique Conde, who captured the video on his"
5/4/2018 0:00,Politics: Fury as UN launches investigation into claims Brexit has made Britain a RACIST nation,Standard Republic,,,http://www.standardrepublic.com/politics/politics-fury-as-un-launches-investigation-into-claims-brexit-has-made-britain-a-racist-nation/,achiume belfast brexit british california depart fury instructed intolerance london pointless racism racist tendayi ucla œxenophobic,A UN envoy has drawn fury after she visited Britain to analyze an alleged spike in hate crime after Brexit.      Regulation professor Tendayi Achiume says she suspects the vote to depart the EU has made the nation extra racist.      However pro-Brexit MPs insisted
5/4/2018 0:00,Police investigating racist graffiti at eastern Iowa church,Clay Center Dispatch,Clay Center,KS,http://www.ccenterdispatch.com/news/state/article_e3bd0182-4bc8-5701-97bb-081670ed87a2.html,ame bethel bus church clinton drake east graffiti herald iowa jerry pastor police racist team ame bethel bus church clinton drake east graffiti herald iowa jerry pastor police racist team ame bethel bus church clinton drake east graffiti herald iowa jerry pastor police racist team,"CLINTON, Iowa (AP) — Police in an eastern Iowa city are investigating racist graffiti that was left on a bus belonging to a predominantly black church congregation. Senior Pastor Jerry Drake of Bethel AME Church in Clinton told the Clinton Herald that"
5/4/2018 0:00,Man sentenced to life in prison for shooting former Rockwell employee,KCRG,Cedar Rapids,IA,http://www.kcrg.com/content/news/Man-sentenced-to-life-in-prison-for-shooting-former-Rockwell-employee-481826041.html,alok collins grillot hate india kansas kuchibhotla madasani olathe purinton rockwell sentenced srinivas wounded alok collins grillot hate india kansas kuchibhotla madasani olathe purinton rockwell sentenced srinivas wounded,"OLATHE, Kansas, (AP) -- A Kansas man who fatally shot an Indian national and wounded two other men in an apparent hate crime has been sentenced to life in prison.        Adam Purinton was sentenced Friday for premeditated first-degree murder in the February 2017"
5/4/2018 0:00,Man sentenced to life for Olathe shootings,classiccountry1070.com,Wichita,KS,https://www.classiccountry1070.com/news/man-sentenced-to-life-for-olathe-shootings,null,null
5/4/2018 0:00,Verify but Don't Trust,The Weekly Standard,,,https://www.weeklystandard.com/jeryl-bier/the-splc-lacks-rigor-in-its-policing-of-hate-crimes,aftermath arson banner baptist black church crimes days doll election hanging hate noose rigor splc ten trump aftermath arson banner baptist black church crimes days doll election hanging hate noose rigor splc ten trump,he Southern Poverty Law Center (SPLC) has become in recent years the go-to authority for major media outlets seeking to document hate crimes. But its reputation as a neutral source of expertise and authority is unwarranted. In an October 2017 op-ed for
