Date,Title,Organization,City,State,URL,Keyword,Summary
4/6/2018,What most Americans get wrong about Islamophobia,Vox,Washington,DC,https://www.vox.com/2018/4/6/17169448/trump-islamophobia-muslims-islam-black-lives-matter,american beydoun caricature fbi hate islamic islamophobia muslim pew punish racialized rhetoric trump american beydoun caricature fbi hate islamic islamophobia muslim pew punish racialized rhetoric trump american beydoun caricature fbi hate islamic islamophobia muslim pew punish racialized rhetoric trump american beydoun caricature fbi hate islamic islamophobia muslim pew punish racialized rhetoric trump american beydoun caricature fbi hate islamic islamophobia muslim pew punish racialized rhetoric trump american beydoun caricature fbi hate islamic islamophobia muslim pew punish racialized rhetoric trump american beydoun caricature fbi hate islamic islamophobia muslim pew punish racialized rhetoric trump,"By Alexia Underwood Apr 6, 2018, 9:20am EDT      In one recent incident, an anonymous group in the UK declared Tuesday, April 3, to be “Punish a Muslim Day.” They circulated leaflets in several UK cities calling for people to attack Muslims in various"
4/6/2018,"Bethel Park Man Sentenced To Probation, Home Confinement For Hate Crime Attack",CBS Pittsburgh / KDKA,,,http://pittsburgh.cbslocal.com/2018/04/06/red-robin-anti-muslim-attack-sentencing/,attack bethel burgess cocaine east fatally fayette jeffrey man muslim park pennsylvania pittsburgh route wilkinsburg woman attack bethel burgess cocaine east fatally fayette jeffrey man muslim park pennsylvania pittsburgh route wilkinsburg woman attack bethel burgess cocaine east fatally fayette jeffrey man muslim park pennsylvania pittsburgh route wilkinsburg woman,"BETHEL PARK, Pa. (AP) – A Pennsylvania man who admitted violating the federal hate crimes law when he used anti-Muslim slurs and broke the jaw of another man while drunk at a restaurant has been spared a prison term.   A federal judge instead sentenced"
4/6/2018,Media Makes Wild Claim That Pulse Wasn't Hate Crime. Here Are The Facts,Advocate.com,Los Angeles,CA,https://www.advocate.com/media/2018/4/06/media-makes-wild-claim-pulse-wasnt-hate-crime-here-are-facts,attack disney fbi gay isis lgbt massacre mateen orlando pulse salman shooting state attack disney fbi gay isis lgbt massacre mateen orlando pulse salman shooting state attack disney fbi gay isis lgbt massacre mateen orlando pulse salman shooting state attack disney fbi gay isis lgbt massacre mateen orlando pulse salman shooting state,The trial in Orlando left some media theorizing that homophobia played no role in the massacre.       By Jacob Ogles  Pulse survivors still dealing with disappointment after the acquittal of the shooter's wife now deal with a new pain — this one delivered by
4/6/2018,Man who admitted anti-Muslim attack is spared prison term,newstalk990.com,Camden,NJ,https://newstalk990.com/news/religion/man-who-admitted-anti-muslim-attack-is-spared-prison-term,null,null
4/6/2018,Cops: Hate crimes probe of Westhampton Beach High vandalism,Newsday,New York,New York,https://www.newsday.com/long-island/crime/vandalism-westhampton-beach-high-school-1.17895349,beach crimes hate highschool hitler mangano scrawlings suffolk swastika vandalism venditto westhampton youth beach crimes hate highschool hitler mangano scrawlings suffolk swastika vandalism venditto westhampton youth beach crimes hate highschool hitler mangano scrawlings suffolk swastika vandalism venditto westhampton youth beach crimes hate highschool hitler mangano scrawlings suffolk swastika vandalism venditto westhampton youth beach crimes hate highschool hitler mangano scrawlings suffolk swastika vandalism venditto westhampton youth beach crimes hate highschool hitler mangano scrawlings suffolk swastika vandalism venditto westhampton youth beach crimes hate highschool hitler mangano scrawlings suffolk swastika vandalism venditto westhampton youth beach crimes hate highschool hitler mangano scrawlings suffolk swastika vandalism venditto westhampton youth beach crimes hate highschool hitler mangano scrawlings suffolk swastika vandalism venditto westhampton youth beach crimes hate highschool hitler mangano scrawlings suffolk swastika vandalism venditto westhampton youth beach crimes hate highschool hitler mangano scrawlings suffolk swastika vandalism venditto westhampton youth beach crimes hate highschool hitler mangano scrawlings suffolk swastika vandalism venditto westhampton youth beach crimes hate highschool hitler mangano scrawlings suffolk swastika vandalism venditto westhampton youth beach crimes hate highschool hitler mangano scrawlings suffolk swastika vandalism venditto westhampton youth beach crimes hate highschool hitler mangano scrawlings suffolk swastika vandalism venditto westhampton youth beach crimes hate highschool hitler mangano scrawlings suffolk swastika vandalism venditto westhampton youth beach crimes hate highschool hitler mangano scrawlings suffolk swastika vandalism venditto westhampton youth beach crimes hate highschool hitler mangano scrawlings suffolk swastika vandalism venditto westhampton youth beach crimes hate highschool hitler mangano scrawlings suffolk swastika vandalism venditto westhampton youth beach crimes hate highschool hitler mangano scrawlings suffolk swastika vandalism venditto westhampton youth beach crimes hate highschool hitler mangano scrawlings suffolk swastika vandalism venditto westhampton youth beach crimes hate highschool hitler mangano scrawlings suffolk swastika vandalism venditto westhampton youth beach crimes hate highschool hitler mangano scrawlings suffolk swastika vandalism venditto westhampton youth beach crimes hate highschool hitler mangano scrawlings suffolk swastika vandalism venditto westhampton youth beach crimes hate highschool hitler mangano scrawlings suffolk swastika vandalism venditto westhampton youth beach crimes hate highschool hitler mangano scrawlings suffolk swastika vandalism venditto westhampton youth beach crimes hate highschool hitler mangano scrawlings suffolk swastika vandalism venditto westhampton youth beach crimes hate highschool hitler mangano scrawlings suffolk swastika vandalism venditto westhampton youth beach crimes hate highschool hitler mangano scrawlings suffolk swastika vandalism venditto westhampton youth beach crimes hate highschool hitler mangano scrawlings suffolk swastika vandalism venditto westhampton youth beach crimes hate highschool hitler mangano scrawlings suffolk swastika vandalism venditto westhampton youth beach crimes hate highschool hitler mangano scrawlings suffolk swastika vandalism venditto westhampton youth beach crimes hate highschool hitler mangano scrawlings suffolk swastika vandalism venditto westhampton youth beach crimes hate highschool hitler mangano scrawlings suffolk swastika vandalism venditto westhampton youth beach crimes hate highschool hitler mangano scrawlings suffolk swastika vandalism venditto westhampton youth,"By Newsday Staff Updated April 6, 2018 3:07 PM        Hate crimes detectives are investigating vandalism on the grounds of Westhampton Beach High School Friday morning.      Images from the scene show the vandalism included a swastika with the words “Hitler"
4/6/2018,"Bethel Park man gets probation, community service in federal hate crime assault",Pittsburgh Post-Gazette,Pittsburgh,PA,http://www.post-gazette.com/local/south/2018/04/06/Bethel-Park-Jeffrey-Burgess-probation-community-service-federal-hate-crime-assault/stories/201804060128,alcoholism arab bethel burgess crimes expletive hate hill judge mehta park probation red robin slurs south alcoholism arab bethel burgess crimes expletive hate hill judge mehta park probation red robin slurs south alcoholism arab bethel burgess crimes expletive hate hill judge mehta park probation red robin slurs south,"Jeffrey Burgess apologized Friday to Ankur Mehta for breaking his jaw at a South Hills Red Robin because he thought he was an Arab. US District Judge Nora Barry Fischer then sentenced him to three years of probation, four months of home confinement, 50"
4/6/2018,IL Hate Crime Leads to Police & Community Trainings,sikhcoalition.org,New York,NY,https://www.sikhcoalition.org/blog/2018/il-hate-crime-leads-police-community-trainings/,null,null
4/6/2018,FARAGE: Political Correctness and 'Hate Crime' Obsession Caused Crime Wave,Breitbart News,Venice Beach,CA,http://www.breitbart.com/london/2018/04/06/farage-political-correctness-hate-crime-obsession-crime-wave/,correctness crime european farage hate home london members mep nigel parliament political rwmo2hhraa sadiqkhan search theresa ukip correctness crime european farage hate home london members mep nigel parliament political rwmo2hhraa sadiqkhan search theresa ukip correctness crime european farage hate home london members mep nigel parliament political rwmo2hhraa sadiqkhan search theresa ukip correctness crime european farage hate home london members mep nigel parliament political rwmo2hhraa sadiqkhan search theresa ukip correctness crime european farage hate home london members mep nigel parliament political rwmo2hhraa sadiqkhan search theresa ukip correctness crime european farage hate home london members mep nigel parliament political rwmo2hhraa sadiqkhan search theresa ukip correctness crime european farage hate home london members mep nigel parliament political rwmo2hhraa sadiqkhan search theresa ukip correctness crime european farage hate home london members mep nigel parliament political rwmo2hhraa sadiqkhan search theresa ukip correctness crime european farage hate home london members mep nigel parliament political rwmo2hhraa sadiqkhan search theresa ukip correctness crime european farage hate home london members mep nigel parliament political rwmo2hhraa sadiqkhan search theresa ukip correctness crime european farage hate home london members mep nigel parliament political rwmo2hhraa sadiqkhan search theresa ukip correctness crime european farage hate home london members mep nigel parliament political rwmo2hhraa sadiqkhan search theresa ukip correctness crime european farage hate home london members mep nigel parliament political rwmo2hhraa sadiqkhan search theresa ukip correctness crime european farage hate home london members mep nigel parliament political rwmo2hhraa sadiqkhan search theresa ukip correctness crime european farage hate home london members mep nigel parliament political rwmo2hhraa sadiqkhan search theresa ukip correctness crime european farage hate home london members mep nigel parliament political rwmo2hhraa sadiqkhan search theresa ukip correctness crime european farage hate home london members mep nigel parliament political rwmo2hhraa sadiqkhan search theresa ukip,"by Liam Deacon6 Apr 20180 “Political correctness has directly led to the murder rate going up in London,” former UKIP leader and Member of the European Parliament (MEP) Nigel Farage has argued. He pointed to the police's focus on 'hate crime' and the"
4/6/2018,Bi-national LGBTQ summit to be held in Tijuana,San Diego Gay & Lesbian News,San Diego,CA,http://sdgln.com/causes/2018/04/06/bi-national-lgbtq-summit-be-held-tijuana,binational border community diego fronteras lgbtq mexico orgullo pride summit tijuana binational border community diego fronteras lgbtq mexico orgullo pride summit tijuana,by San Diego Pride Press Release       The Tijuana LGBTQ community has been doing work towards the recognition of LGBTQ rights and identities in Mexico for years.     San Diego Pride is proud to announce that through a grant received from the American Consulate
4/6/2018,"Harris County deputies looking into possible hate crime, nurse targeted",The Venture,Houston,TX,https://www.theventureonline.com/2018/04/harris-county-deputies-looking-into-possible-hate-crime-nurse-targeted/,cair cypress dark freeway houston huffmeister knife medical muslim mustafaa north northwest office slurs suv victims white cair cypress dark freeway houston huffmeister knife medical muslim mustafaa north northwest office slurs suv victims white cair cypress dark freeway houston huffmeister knife medical muslim mustafaa north northwest office slurs suv victims white cair cypress dark freeway houston huffmeister knife medical muslim mustafaa north northwest office slurs suv victims white cair cypress dark freeway houston huffmeister knife medical muslim mustafaa north northwest office slurs suv victims white,"Harris County Sheriff's Office investigators are seeking the public's help in identifying a man suspected of slashing a woman with a knife while yelling anti-Muslim slurs at her.     The victim, a 25-year-old woman, told investigators that she was driving"
4/6/2018,"Westhampton Beach High School Vandalized With Anti-Semitic, Vulgar Graffiti; Hate Crimes Unit Investigating",27east.com,Southampton,NY,http://www.27east.com/news/article.cfm/Westhampton-Beach-Surrounding-Areas/552569/Westhampton-Beach-High-School-Vandalized-With-Anti-Semetic-Vulgar-Graffiti-Hate-Crimes-Unit-Investigating,anti beach bookamer crimes graffiti hate highschool police semitic suffolk unit vulgar westhampton anti beach bookamer crimes graffiti hate highschool police semitic suffolk unit vulgar westhampton anti beach bookamer crimes graffiti hate highschool police semitic suffolk unit vulgar westhampton anti beach bookamer crimes graffiti hate highschool police semitic suffolk unit vulgar westhampton anti beach bookamer crimes graffiti hate highschool police semitic suffolk unit vulgar westhampton anti beach bookamer crimes graffiti hate highschool police semitic suffolk unit vulgar westhampton,"By Valerie Gordon The Westhampton Beach Police Department, in conjunction with Suffolk County Police Hate Crimes Unit, were investigating an incident at the Westhampton Beach High School early Friday morning in which anti-Semitic and vulgar graffiti was"
4/6/2018,Bellevue detective under review for alleged inaction on hate crime,Bellevue Reporter,Bellevue,Washington,http://www.bellevuereporter.com/news/bellevue-detective-under-review-for-alleged-inaction-on-hate-crime/,bellevue black bus chief crime jim king lindquist man mylett panera police robert steve transit bellevue black bus chief crime jim king lindquist man mylett panera police robert steve transit bellevue black bus chief crime jim king lindquist man mylett panera police robert steve transit bellevue black bus chief crime jim king lindquist man mylett panera police robert steve transit bellevue black bus chief crime jim king lindquist man mylett panera police robert steve transit,by Raechel Dawson     A Bellevue detective is under internal review upon facing recent allegations that he ignored a hate crime in January.   Bellevue Police Chief Steve Mylett confirmed Detective Jim Lindquist is under investigation for the claim.      Lindquist is
4/6/2018,In the face of violence: Children and hate crimes in India,Al Jazeera America,New York,NY,https://www.aljazeera.com/indepth/opinion/face-violence-children-hate-crimes-india-180406092438358.html,behaviour children crimes dalit delhi hashim hate india international junaid marginalised muslim unga violence,"Hate crimes are hurting India's children - it's time to protect future generations and break the cycle of violence.    by Amiti Varma & Arijit Sen     On 22 June 2017, 15-year-old Junaid, a Muslim boy, boarded a train at the Sadar Bazar railway station in North"
4/6/2018,Hate crimes forum set for Monday in Iowa City,The Gazette: Eastern Iowa Breaking News and Headlines,Cedar Rapids,Iowa,http://www.thegazette.com/subject/news/community/hate-crimes-forum-set-for-monday-in-iowa-city-20180406,2520d andrews betty cedar city crimes forum gazette hate iowa jim naacp nebraska slosiarek university 2520d andrews betty cedar city crimes forum gazette hate iowa jim naacp nebraska slosiarek university 2520d andrews betty cedar city crimes forum gazette hate iowa jim naacp nebraska slosiarek university 2520d andrews betty cedar city crimes forum gazette hate iowa jim naacp nebraska slosiarek university 2520d andrews betty cedar city crimes forum gazette hate iowa jim naacp nebraska slosiarek university 2520d andrews betty cedar city crimes forum gazette hate iowa jim naacp nebraska slosiarek university 2520d andrews betty cedar city crimes forum gazette hate iowa jim naacp nebraska slosiarek university 2520d andrews betty cedar city crimes forum gazette hate iowa jim naacp nebraska slosiarek university,"Betty Andrews, state director of the Iowa-Nebraska NAACP, speaks during an October visit to Cedar Rapids. Andrews will be speaking at a Monday forum about hate crimes in Iowa City. (Jim Slosiarek/The Gazette)  IOWA CITY — Residents will have a chance to"
4/7/2018,Bethel Park man sentenced for federal hate crime in attack on Indian man,The Almanac,McMurray Peters,PA,https://thealmanac.net/news/bethel-park-man-sentenced-for-federal-hate-crime-in-attack/article_fc9e74aa-3a67-11e8-88d8-e733ab9791ba.html,bethel burgess hate hill india mall man mehta muslim park police punching south village bethel burgess hate hill india mall man mehta muslim park police punching south village bethel burgess hate hill india mall man mehta muslim park police punching south village bethel burgess hate hill india mall man mehta muslim park police punching south village bethel burgess hate hill india mall man mehta muslim park police punching south village,The Bethel Park man who uttered “things are different now” during an anti-Muslim rant in November 2016 before punching an Indian man in the head at a South Hills Village Mall restaurant has been spared prison time after pleading guilty to federal hate
4/7/2018,Muslim Woman Stabbed In Houston By Man Yelling Religious Slurs,Carbonated.TV,San Ramon,CA,https://www.carbonated.tv/news/white-man-yells-racial-slurs-attacks-muslim-woman-in-houston-texas,attack attacker cair car cypress hijab houston islamic islamophobia medical muslim north stabbed suv texas victims woman attack attacker cair car cypress hijab houston islamic islamophobia medical muslim north stabbed suv texas victims woman attack attacker cair car cypress hijab houston islamic islamophobia medical muslim north stabbed suv texas victims woman,"The attacker, who was identified by the victim as a white man with tattoos on his arms and neck, allegedly called the woman a “sand n*****.”     A $5,000 reward is being offered to help catch an attacker who stabbed a Houston Muslim woman during a"
4/7/2018,Sikh leader drops hate-crime case,Quad-Cities Online,Rock Island,IL,http://qconline.com/news/local/sikh-leader-drops-hate-crime-case/article_67441299-dd6a-50c4-99ae-f5a703bf4bd6.html,aasees amrith case coalition gurjeet hate kaur legal religion sikh silvis singh state aasees amrith case coalition gurjeet hate kaur legal religion sikh silvis singh state,"SILVIS — A Sikh religion center leader Friday announced his decision to halt an investigation into an alleged hate crime incident, citing an inadequate governmental law enforcement response.       Gurjeet Singh, the leader of the Silvis Sikh Religion Center,"
4/7/2018,"After another 'noose' incident in Anne Arundel County, lawmakers finalize hate crime bill",CapitalGazette.com,Annapolis,Maryland,http://www.capitalgazette.com/news/general_assembly/ac-cn-hate-crime-passage-0408-story.html,anne arundel astle bill county crime crofton delegates hate house maryland noose school sen senate zirkin anne arundel astle bill county crime crofton delegates hate house maryland noose school sen senate zirkin anne arundel astle bill county crime crofton delegates hate house maryland noose school sen senate zirkin anne arundel astle bill county crime crofton delegates hate house maryland noose school sen senate zirkin,"State Sen. John Astle's hate crime legislation — Senate Bill 528 — passed with a 133-4 vote Saturday. Since the House of Delegates did not amend the bill, it will go before the governor for signature. (Joshua McKerrow / Capital Gazette file)        A few"
4/8/2018,Maryland lawmakers vote to broaden hate crime law,WTOP,Washington,DC,https://wtop.com/maryland/2018/04/maryland-lawmakers-vote-to-broaden-hate-crime-law/,adams anne arundel chesapeake crime crofton hate highschool judge law maryland noose pasadena state statute wording adams anne arundel chesapeake crime crofton hate highschool judge law maryland noose pasadena state statute wording adams anne arundel chesapeake crime crofton hate highschool judge law maryland noose pasadena state statute wording adams anne arundel chesapeake crime crofton hate highschool judge law maryland noose pasadena state statute wording adams anne arundel chesapeake crime crofton hate highschool judge law maryland noose pasadena state statute wording adams anne arundel chesapeake crime crofton hate highschool judge law maryland noose pasadena state statute wording adams anne arundel chesapeake crime crofton hate highschool judge law maryland noose pasadena state statute wording adams anne arundel chesapeake crime crofton hate highschool judge law maryland noose pasadena state statute wording adams anne arundel chesapeake crime crofton hate highschool judge law maryland noose pasadena state statute wording adams anne arundel chesapeake crime crofton hate highschool judge law maryland noose pasadena state statute wording adams anne arundel chesapeake crime crofton hate highschool judge law maryland noose pasadena state statute wording adams anne arundel chesapeake crime crofton hate highschool judge law maryland noose pasadena state statute wording adams anne arundel chesapeake crime crofton hate highschool judge law maryland noose pasadena state statute wording adams anne arundel chesapeake crime crofton hate highschool judge law maryland noose pasadena state statute wording adams anne arundel chesapeake crime crofton hate highschool judge law maryland noose pasadena state statute wording adams anne arundel chesapeake crime crofton hate highschool judge law maryland noose pasadena state statute wording adams anne arundel chesapeake crime crofton hate highschool judge law maryland noose pasadena state statute wording adams anne arundel chesapeake crime crofton hate highschool judge law maryland noose pasadena state statute wording adams anne arundel chesapeake crime crofton hate highschool judge law maryland noose pasadena state statute wording adams anne arundel chesapeake crime crofton hate highschool judge law maryland noose pasadena state statute wording adams anne arundel chesapeake crime crofton hate highschool judge law maryland noose pasadena state statute wording adams anne arundel chesapeake crime crofton hate highschool judge law maryland noose pasadena state statute wording adams anne arundel chesapeake crime crofton hate highschool judge law maryland noose pasadena state statute wording adams anne arundel chesapeake crime crofton hate highschool judge law maryland noose pasadena state statute wording adams anne arundel chesapeake crime crofton hate highschool judge law maryland noose pasadena state statute wording adams anne arundel chesapeake crime crofton hate highschool judge law maryland noose pasadena state statute wording adams anne arundel chesapeake crime crofton hate highschool judge law maryland noose pasadena state statute wording adams anne arundel chesapeake crime crofton hate highschool judge law maryland noose pasadena state statute wording adams anne arundel chesapeake crime crofton hate highschool judge law maryland noose pasadena state statute wording adams anne arundel chesapeake crime crofton hate highschool judge law maryland noose pasadena state statute wording adams anne arundel chesapeake crime crofton hate highschool judge law maryland noose pasadena state statute wording adams anne arundel chesapeake crime crofton hate highschool judge law maryland noose pasadena state statute wording adams anne arundel chesapeake crime crofton hate highschool judge law maryland noose pasadena state statute wording adams anne arundel chesapeake crime crofton hate highschool judge law maryland noose pasadena state statute wording adams anne arundel chesapeake crime crofton hate highschool judge law maryland noose pasadena state statute wording adams anne arundel chesapeake crime crofton hate highschool judge law maryland noose pasadena state statute wording adams anne arundel chesapeake crime crofton hate highschool judge law maryland noose pasadena state statute wording adams anne arundel chesapeake crime crofton hate highschool judge law maryland noose pasadena state statute wording adams anne arundel chesapeake crime crofton hate highschool judge law maryland noose pasadena state statute wording adams anne arundel chesapeake crime crofton hate highschool judge law maryland noose pasadena state statute wording adams anne arundel chesapeake crime crofton hate highschool judge law maryland noose pasadena state statute wording adams anne arundel chesapeake crime crofton hate highschool judge law maryland noose pasadena state statute wording adams anne arundel chesapeake crime crofton hate highschool judge law maryland noose pasadena state statute wording adams anne arundel chesapeake crime crofton hate highschool judge law maryland noose pasadena state statute wording adams anne arundel chesapeake crime crofton hate highschool judge law maryland noose pasadena state statute wording adams anne arundel chesapeake crime crofton hate highschool judge law maryland noose pasadena state statute wording adams anne arundel chesapeake crime crofton hate highschool judge law maryland noose pasadena state statute wording adams anne arundel chesapeake crime crofton hate highschool judge law maryland noose pasadena state statute wording adams anne arundel chesapeake crime crofton hate highschool judge law maryland noose pasadena state statute wording adams anne arundel chesapeake crime crofton hate highschool judge law maryland noose pasadena state statute wording,"By John Domen April 8, 2018 1:47 pm   WASHINGTON — Maryland lawmakers overwhelmingly approved changes to the state's hate crime law on Saturday that will broaden its ability to be used by prosecutors.      The change comes days after a series of racially"
4/8/2018,Muslim woman speaks out after alleged hate crime,KHOU.com,Houston,TX,http://www.khou.com/article/news/muslim-woman-speaks-out-after-alleged-hate-crime/285-536309874,american car harris huffmeister islamic knife man office pulsatile relations slim spah suv tattoos texas woman american car harris huffmeister islamic knife man office pulsatile relations slim spah suv tattoos texas woman american car harris huffmeister islamic knife man office pulsatile relations slim spah suv tattoos texas woman american car harris huffmeister islamic knife man office pulsatile relations slim spah suv tattoos texas woman american car harris huffmeister islamic knife man office pulsatile relations slim spah suv tattoos texas woman american car harris huffmeister islamic knife man office pulsatile relations slim spah suv tattoos texas woman american car harris huffmeister islamic knife man office pulsatile relations slim spah suv tattoos texas woman,"HARRIS COUNTY, Texas - A nurse in northeast Harris County says she was attacked by violent racists when she was returning home from her night shift at a hospital early Thursday morning. The woman has asked that her name not be used out of fear that her"
4/8/2018,Christians React to Revelation That Orlando Shooting Was Not LGBT Hate Crime,Christian Post,,,https://www.christianpost.com/news/christians-react-to-revelation-orlando-shooting-not-lgbt-hate-crime-222598/,chief florida gay huffington kolczynski mass mateen nighclub nightclub omar orlando police post pulse shooting chief florida gay huffington kolczynski mass mateen nighclub nightclub omar orlando police post pulse shooting chief florida gay huffington kolczynski mass mateen nighclub nightclub omar orlando police post pulse shooting chief florida gay huffington kolczynski mass mateen nighclub nightclub omar orlando police post pulse shooting,"By Michael Gryboski , Christian Post Reporter | Apr 7, 2018 8:19 PM    (Photo: Reuters/Kevin Kolczynski)Orlando Police Chief John Mina and other city officials answer the media's questions about the Pulse nightclub shooting in Orlando, Florida June 12, 2016."
4/8/2018,Hate Crimes Won't End Until Toxic 'Bro' Culture Is Reformed,The Chronicle of Higher Education,Washington,DC,https://www.chronicle.com/article/Hate-Crimes-Won-t-End-Until/243046,american bro bros campus campuses christian college culture education guyland hate jewish kimmel mark masculinity men muslim university white american bro bros campus campuses christian college culture education guyland hate jewish kimmel mark masculinity men muslim university white,"By Laurie Essig April 08, 2018 Premium content for subscribers. Subscribe Today    The N-word scrawled on a wall. Swastikas on a Jewish student's door. Telling Muslim women to take their veils off. Writing ""feminazi"" or ""die dykes"" on women's-center posters."
4/8/2018,Is It A Hate Crime If Gay People Get Killed In A Horror Movie?,NewNowNext,New York,NY,http://www.newnownext.com/hate-crime-gay-horror-movie-strangers/04/2018/,asia cisgender crime dorothy enemies gay hate horror justice killed lgbt mansplains mike murderers night prey spoofs strangers youtube asia cisgender crime dorothy enemies gay hate horror justice killed lgbt mansplains mike murderers night prey spoofs strangers youtube asia cisgender crime dorothy enemies gay hate horror justice killed lgbt mansplains mike murderers night prey spoofs strangers youtube,"by Brandon Voss 12h ago     “Social Justice Strangers,” a new video from LGBT sketch comedy YouTube troupe Enemies of Dorothy, spoofs the recent slasher flick The Strangers: Prey at Night, a sequel to the 2008 horror film The Strangers.        In the clip, a"
4/9/2018,Tennessee man facing federal hate crime charges,San Antonio Express-News,San Antonio,Texas,https://www.expressnews.com/news/crime/article/Tennessee-man-facing-federal-hate-crime-charges-12819248.php,affidavit akbar ali allahu beckham father fbi federal girl hate justice knife muslim nashville police tennessee affidavit akbar ali allahu beckham father fbi federal girl hate justice knife muslim nashville police tennessee,"Sheila Burke, AP NASHVILLE, Tenn. (AP) — A Tennessee man accused of harassing two teenage Muslim girls and then swinging a knife and attacking their father is a facing a federal hate crime charge, the Justice Department said Monday. Get the latest news,"
4/9/2018,"Nashville man indicted on hate crime charge, lying to FBI in attack of Muslim teens",WZTV,Nashville,TN,http://fox17.com/news/local/nashville-man-indicted-on-hate-crime-charge-lying-to-fbi-in-muslim-teen-attack,akbar allahu beckham bekham christopher fbi girl hate indicted knife lying metro muslim nashville police probation akbar allahu beckham bekham christopher fbi girl hate indicted knife lying metro muslim nashville police probation,"by WZTV        NASHVILLE, Tenn. -- A Nashville man has been indicted on hate crime charges stemming from alleged threats made to two Muslim teens on their way home from school.       The incident originally took place in Oct. 2017 when 32-year-old Christopher Beckham"
4/9/2018,"Nashville man indicted for hate crime, lying to FBI in reported assault on Muslim family",WSMV Nashville,Nashville,TN,http://www.wsmv.com/story/37913632/nashville-man-indicted-for-hate-crime-lying-to-fbi-in-reported-assault-on-muslim-family,act akbar assault beckham christopher crimes fbi girl hate indictment lee lying metro nashville police siscaretti act akbar assault beckham christopher crimes fbi girl hate indictment lee lying metro nashville police siscaretti act akbar assault beckham christopher crimes fbi girl hate indictment lee lying metro nashville police siscaretti act akbar assault beckham christopher crimes fbi girl hate indictment lee lying metro nashville police siscaretti act akbar assault beckham christopher crimes fbi girl hate indictment lee lying metro nashville police siscaretti act akbar assault beckham christopher crimes fbi girl hate indictment lee lying metro nashville police siscaretti act akbar assault beckham christopher crimes fbi girl hate indictment lee lying metro nashville police siscaretti act akbar assault beckham christopher crimes fbi girl hate indictment lee lying metro nashville police siscaretti act akbar assault beckham christopher crimes fbi girl hate indictment lee lying metro nashville police siscaretti,"Christopher Lee Beckham has been charged with harassment and aggravated assault by Metro Police. (Photo: Metro Nashville Police Department) Officials say, Christopher Beckham, 32, was indicted by a federal grand jury on charges of violating the Hate"
4/9/2018,Hate Crime: Pennsylvania man Jeffrey Burgess sentenced for assaulting Indian American Ankur Mehta,The American Bazaar,Washington,DC,https://www.americanbazaaronline.com/2018/04/09/hate-crime-pennsylvania-man-jeffrey-burgess-sentenced-for-assaulting-indian-american-ankur-mehta-433517/,act american ankur assault burgess crimes hate india jeffrey kuchibhotla mehta pennsylvania restitution slurs srinivas victims act american ankur assault burgess crimes hate india jeffrey kuchibhotla mehta pennsylvania restitution slurs srinivas victims act american ankur assault burgess crimes hate india jeffrey kuchibhotla mehta pennsylvania restitution slurs srinivas victims act american ankur assault burgess crimes hate india jeffrey kuchibhotla mehta pennsylvania restitution slurs srinivas victims act american ankur assault burgess crimes hate india jeffrey kuchibhotla mehta pennsylvania restitution slurs srinivas victims act american ankur assault burgess crimes hate india jeffrey kuchibhotla mehta pennsylvania restitution slurs srinivas victims act american ankur assault burgess crimes hate india jeffrey kuchibhotla mehta pennsylvania restitution slurs srinivas victims act american ankur assault burgess crimes hate india jeffrey kuchibhotla mehta pennsylvania restitution slurs srinivas victims act american ankur assault burgess crimes hate india jeffrey kuchibhotla mehta pennsylvania restitution slurs srinivas victims act american ankur assault burgess crimes hate india jeffrey kuchibhotla mehta pennsylvania restitution slurs srinivas victims act american ankur assault burgess crimes hate india jeffrey kuchibhotla mehta pennsylvania restitution slurs srinivas victims act american ankur assault burgess crimes hate india jeffrey kuchibhotla mehta pennsylvania restitution slurs srinivas victims act american ankur assault burgess crimes hate india jeffrey kuchibhotla mehta pennsylvania restitution slurs srinivas victims act american ankur assault burgess crimes hate india jeffrey kuchibhotla mehta pennsylvania restitution slurs srinivas victims act american ankur assault burgess crimes hate india jeffrey kuchibhotla mehta pennsylvania restitution slurs srinivas victims,Restitution to the victim will be determined at a later date.     A US district court last week sentenced Pennsylvania resident Jeffrey Burgess to three years' probation and four months of house arrest after he was found guilty of physically attacking Indian
4/9/2018,"Young teen attacked, called 'terrorist' in apparent hate crime in Prince William County",Inside NoVA,Leesburg,Virginia,http://www.insidenova.com/news/crime_police/prince_william/young-teen-attacked-called-terrorist-in-apparent-hate-crime-in/article_4376baaa-3c47-11e8-9936-bb577e3aa374.html,attacked canvass girl gordon hate lane man nathan occoquan officer prince probus riverview teen terror william,"Prince William police say a young teen was called a “terrorist” and attacked in an apparent hate crime near Occoquan on Friday.      The 13-year-old girl was walking in the area of around 3:50 pm when she was confronted by an unknown man, police"
4/9/2018,Jewish' Van Smashed on Pesach,collive.com,New York,NY,http://collive.com/show_news.rtx?id=50185&alias=jewish-van-smashed-on-pesach,null,null
4/9/2018,My journey with Islamophobia,The Commonwealth Times,,,http://www.commonwealthtimes.org/2018/04/09/my-journey-with-islamophobia/,dearborn faith fliers hassanen hijabi house islamophobia life michigan mosque muslim nabra punish twitter,"Residential Life and Housing sent an email to students on March 30 about anti-Muslim social media threats that were supposed to take place April 3.   “We want our Muslim students and our community to know that we are actively engaged in their safety,”"
